,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,´ñ±Û¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä,¿¡ÇÇ¼Òµå,¿È´Ï¹ö½º,½ºÅä¸®,ÀÏ»ó,°³±×,ÆÇÅ¸Áö,¾×¼Ç,µå¶ó¸¶,¼øÁ¤,°¨¼º,½º¸±·¯,½Ã´ë±Ø,½ºÆ÷Ã÷
1848,½ºÄò½º,ÀÎÆ®·Î2,2,2017.02.02,8436,9.51,128,26,8,0,15.173068,3.082029,0,0,1,0,0,1,1,0,0,0,0,0,0
1849,½ºÄò½º,1.I've Found a New Baby,3,2017.02.08,9630,9.22,127,23,11,0,13.187954,2.38837,0,0,1,0,0,1,1,0,0,0,0,0,0
1850,½ºÄò½º,2.I've Found a New Baby 2,4,2017.02.15,7093,9.57,108,19,7,0,15.226279,2.678697,0,0,1,0,0,1,1,0,0,0,0,0,0
1851,½ºÄò½º,3.I've Found a New Baby 3,5,2017.02.22,7120,9.5,109,22,6,0,15.308989,3.089888,0,0,1,0,0,1,1,0,0,0,0,0,0
1852,ÁøÂ¥ ´Ù ÀÌ·ç¾îÁà,1,1,2020.04.21,11988,8.5,66,29,11,0,5.505506,2.419086,0,0,1,0,0,1,0,0,1,0,0,0,0
1853,ÁøÂ¥ ´Ù ÀÌ·ç¾îÁà,2,2,2020.04.28,6732,8.34,38,13,4,0,5.644682,1.931075,0,0,1,0,0,1,0,0,1,0,0,0,0
1854,ÁøÂ¥ ´Ù ÀÌ·ç¾îÁà,3,3,2020.05.05,2874,7.84,37,13,2,0,12.874043,4.523312,0,0,1,0,0,1,0,0,1,0,0,0,0
1855,ÁøÂ¥ ´Ù ÀÌ·ç¾îÁà,4,4,2020.05.12,2496,7.6,30,10,4,0,12.019231,4.00641,0,0,1,0,0,1,0,0,1,0,0,0,0
1856,ÁøÂ¥ ´Ù ÀÌ·ç¾îÁà,5,5,2020.05.19,1626,8.44,25,9,3,0,15.375154,5.535055,0,0,1,0,0,1,0,0,1,0,0,0,0
1857,¾ß¿À³×Áý,Traveling Islands,1,2008.12.02,9778,9.7,845,51,281,0,86.41849,5.215791,1,0,0,1,0,0,0,0,0,0,0,0,0
1858,¾ß¿À³×Áý,¾Æ¹«µµ »ç¶ûÀ» °¡¸£ÃÄÁÖÁö ¾Ê´Â´Ù (1),2,2008.12.02,6617,9.65,556,29,127,0,84.025994,4.382651,1,0,0,1,0,0,0,0,0,0,0,0,0
1859,¾ß¿À³×Áý,¾Æ¹«µµ »ç¶ûÀ» °¡¸£ÃÄÁÖÁö ¾Ê´Â´Ù. (2),3,2008.12.03,5042,9.67,535,28,162,0,106.108687,5.553352,1,0,0,1,0,0,0,0,0,0,0,0,0
1860,¾ß¿À³×Áý,¾Æ¹«µµ »ç¶ûÀ» °¡¸£ÃÄÁÖÁö ¾Ê´Â´Ù. (3),4,2008.12.05,4707,9.66,507,30,147,0,107.711918,6.373486,1,0,0,1,0,0,0,0,0,0,0,0,0
1861,¾ß¿À³×Áý,¾Æ¹«µµ »ç¶ûÀ» °¡¸£ÃÄÁÖÁö ¾Ê´Â´Ù (4),5,2008.12.08,4355,9.62,525,30,224,0,120.551091,6.888634,1,0,0,1,0,0,0,0,0,0,0,0,0
1862,ÀÌ¿ôÁý ¼º³à´Ô!,1È­,1,2017.11.06,13556,9.56,102,43,27,0,7.524343,3.172027,1,0,0,1,0,1,0,0,0,0,0,0,0
1863,ÀÌ¿ôÁý ¼º³à´Ô!,2È­,2,2017.11.13,12185,9.59,88,34,13,0,7.221994,2.790316,1,0,0,1,0,1,0,0,0,0,0,0,0
1864,ÀÌ¿ôÁý ¼º³à´Ô!,3È­,3,2017.11.27,9939,9.66,79,35,11,0,7.948486,3.521481,1,0,0,1,0,1,0,0,0,0,0,0,0
1865,ÀÌ¿ôÁý ¼º³à´Ô!,4È­,4,2017.12.12,7726,9.63,73,32,10,0,9.448615,4.141859,1,0,0,1,0,1,0,0,0,0,0,0,0
1866,ÀÌ¿ôÁý ¼º³à´Ô!,5È­,5,2017.12.12,8395,9.51,81,29,13,0,9.6486,3.454437,1,0,0,1,0,1,0,0,0,0,0,0,0
1867,º½¿©¸§°¡À»°Ü¿ï ¶±Áý,´ÊÀº °øÁö ÁË¼ÛÇØ¿ä ¤Ð,1,2014.10.01,6978,9.75,232,82,113,0,33.247349,11.751218,0,0,1,0,0,0,0,1,1,0,0,0,0
1868,¾óÂ¯ÀÇ ÀÌÁß»ýÈ°,1. À§ÇèÇÑ ÀÌÁß »ýÈ° 1,1,2013.02.04,22418,9.77,1300,159,142,0,57.989116,7.092515,0,0,1,0,1,0,0,0,1,0,0,0,0
1869,¾óÂ¯ÀÇ ÀÌÁß»ýÈ°,2. À§ÇèÇÑ ÀÌÁß»ýÈ° 2,2,2013.02.04,17294,9.74,1194,90,110,0,69.041286,5.204117,0,0,1,0,1,0,0,0,1,0,0,0,0
1870,¾óÂ¯ÀÇ ÀÌÁß»ýÈ°,3. À§ÇèÇÑ ÀÌÁß»ýÈ° 3,3,2013.02.05,13368,9.82,1101,83,103,0,82.360862,6.208857,0,0,1,0,1,0,0,0,1,0,0,0,0
1871,¾óÂ¯ÀÇ ÀÌÁß»ýÈ°,4. À§ÇèÇÑ ÀÌÁß»ýÈ° 4,4,2013.02.06,11018,9.83,975,56,73,0,88.491559,5.082592,0,0,1,0,1,0,0,0,1,0,0,0,0
1872,¾óÂ¯ÀÇ ÀÌÁß»ýÈ°,5. À§ÇèÇÑ ÀÌÁß»ýÈ° 5,5,2013.02.07,9795,9.8,1002,64,179,0,102.29709,6.533946,0,0,1,0,1,0,0,0,1,0,0,0,0
1873,¹Ì³à¿Í ¸¶³à,---------------------------------,1,2011.09.09,6394,9.32,777,14,51,0,121.520175,2.189553,0,0,1,0,0,1,0,0,1,0,0,0,0
1874,¹Ì³à¿Í ¸¶³à,¹Ì³à¿Í ¸¶³à - 1È­ -,2,2011.09.16,8636,9.57,933,19,133,0,108.036128,2.200093,0,0,1,0,0,1,0,0,1,0,0,0,0
1875,¹Ì³à¿Í ¸¶³à,¹Ì³à¿Í ¸¶³à - 2È­ -,3,2011.09.30,6553,9.66,1094,17,308,0,166.946437,2.594232,0,0,1,0,0,1,0,0,1,0,0,0,0
1876,¹Ì³à¿Í ¸¶³à,¹Ì³à¿Í ¸¶³à - 3È­ -,4,2011.10.26,6453,9.66,1032,14,475,0,159.925616,2.169534,0,0,1,0,0,1,0,0,1,0,0,0,0
1877,¹Ì³à¿Í ¸¶³à,¹Ì³à¿Í ¸¶³à - 4È­ -,5,2012.04.12,6163,9.67,572,14,165,0,92.811942,2.271621,0,0,1,0,0,1,0,0,1,0,0,0,0
1878,½Ã¼±ÀÌ ±³Â÷ÇÏ´Â °÷,1È­,1,2018.09.23,19956,9.58,153,55,20,0,7.666867,2.756063,0,0,1,0,0,0,0,1,0,0,0,0,0
1879,½Ã¼±ÀÌ ±³Â÷ÇÏ´Â °÷,2È­,2,2018.09.30,14417,9.71,141,63,16,0,9.780121,4.369841,0,0,1,0,0,0,0,1,0,0,0,0,0
1880,½Ã¼±ÀÌ ±³Â÷ÇÏ´Â °÷,3È­,3,2018.10.07,10691,9.59,140,57,11,0,13.095127,5.331587,0,0,1,0,0,0,0,1,0,0,0,0,0
1881,½Ã¼±ÀÌ ±³Â÷ÇÏ´Â °÷,4È­,4,2018.10.14,8027,9.67,119,46,13,0,14.824966,5.730659,0,0,1,0,0,0,0,1,0,0,0,0,0
1882,½Ã¼±ÀÌ ±³Â÷ÇÏ´Â °÷,5È­,5,2018.10.21,7572,9.7,125,50,10,0,16.508188,6.603275,0,0,1,0,0,0,0,1,0,0,0,0,0
1883,Áö³ª¿Â ±æ,EPISODE1 Ã¹´«. ÇÁ·Ñ·Î±×,1,2020.07.24,29764,9.16,209,207,34,0,7.021906,6.95471,0,0,1,0,0,0,0,1,0,1,0,0,0
1884,Áö³ª¿Â ±æ,01. Ãà¹è¸¦ µé¾î¶ó,2,2020.07.30,18164,9.16,203,160,26,0,11.175952,8.808632,0,0,1,0,0,0,0,1,0,1,0,0,0
1885,Áö³ª¿Â ±æ,02. ±¸¹Ý¹®ÃË,3,2020.08.06,11524,9.22,138,119,18,0,11.975009,10.326276,0,0,1,0,0,0,0,1,0,1,0,0,0
1886,Áö³ª¿Â ±æ,03. »õ³¢ÁÙ,4,2020.08.11,9120,9.3,128,109,20,0,14.035088,11.951754,0,0,1,0,0,0,0,1,0,1,0,0,0
1887,Áö³ª¿Â ±æ,04. ¸»ÀÌ ³Ê¹« ¸¹¾Æ,5,2020.08.14,8243,9.28,113,89,18,0,13.708601,10.79704,0,0,1,0,0,0,0,1,0,1,0,0,0
1888,¹«¼è,¹ß°ß,1,2016.01.01,12421,9.75,151,32,21,0,12.156831,2.576282,0,0,1,0,0,1,0,1,0,0,0,0,0
1889,¹«¼è,2È­,2,2016.01.14,9567,9.73,111,26,12,0,11.602383,2.717675,0,0,1,0,0,1,0,1,0,0,0,0,0
1890,¹«¼è,3È­,3,2016.01.24,8949,9.66,125,32,18,0,13.968041,3.575819,0,0,1,0,0,1,0,1,0,0,0,0,0
1891,¹«¼è,4È­ 1ºÎ,4,2016.02.07,7906,9.74,125,30,13,0,15.810777,3.794586,0,0,1,0,0,1,0,1,0,0,0,0,0
1892,¹«¼è,4-2È­,5,2016.02.16,8021,9.76,129,29,15,0,16.082783,3.615509,0,0,1,0,0,1,0,1,0,0,0,0,0
1893,¹ÌÄ¡±¤ÀÌ ¸Æ,00 / ¹ÌÄ¡±¤ÀÌ ¸Æ,1,2020.11.02,18991,9.54,214,109,37,0,11.268496,5.739561,0,0,1,0,0,0,1,1,0,0,0,0,0
1894,¹ÌÄ¡±¤ÀÌ ¸Æ,01 / Àª¸®ÀÇ ½ÉºÎ¸§¼¾ÅÍ,2,2020.11.17,11021,9.69,180,95,20,0,16.332456,8.619907,0,0,1,0,0,0,1,1,0,0,0,0,0
1895,¹ÌÄ¡±¤ÀÌ ¸Æ,02 / give and take (1),3,2020.12.01,7228,9.64,152,81,20,0,21.02933,11.206419,0,0,1,0,0,0,1,1,0,0,0,0,0
1896,¹ÌÄ¡±¤ÀÌ ¸Æ,03 / give and take (2),4,2020.12.14,6395,9.62,164,71,14,0,25.645035,11.102424,0,0,1,0,0,0,1,1,0,0,0,0,0
1897,¹ÌÄ¡±¤ÀÌ ¸Æ,04 / give and take (3),5,2020.12.29,6677,9.76,168,78,22,0,25.161,11.681893,0,0,1,0,0,0,1,1,0,0,0,0,0
1898,"ºÎ»ç°ü ÈÄº¸»ý, À¯¾Æ¹Ì!",ÇÁ·Ñ·Î±×,1,2020.09.10,11911,8.93,155,71,27,0,13.013181,5.960877,0,0,1,0,0,0,0,1,0,1,0,0,0
1899,"ºÎ»ç°ü ÈÄº¸»ý, À¯¾Æ¹Ì!",1È­ - Àá±ñÀÇ ÀÌº°,2,2020.09.15,10387,9.05,110,53,18,0,10.590161,5.102532,0,0,1,0,0,0,0,1,0,1,0,0,0
1900,"ºÎ»ç°ü ÈÄº¸»ý, À¯¾Æ¹Ì!",2È­ - »õ·Î¿î ¸¸³²,3,2020.09.22,8957,9.4,95,41,14,0,10.60623,4.577425,0,0,1,0,0,0,0,1,0,1,0,0,0
1901,"ºÎ»ç°ü ÈÄº¸»ý, À¯¾Æ¹Ì!",3È­ - ÇÏ´ÃÀÌ ³»·ÁÁÖ½Å ¾²·¹±â,4,2020.09.29,7539,9.29,89,38,11,0,11.805279,5.040456,0,0,1,0,0,0,0,1,0,1,0,0,0
1902,"ºÎ»ç°ü ÈÄº¸»ý, À¯¾Æ¹Ì!",4È­ - ÈÆ³² µîÀå!?,5,2020.10.06,8387,9.07,97,44,57,0,11.565518,5.246214,0,0,1,0,0,0,0,1,0,1,0,0,0
1903,°è¾àÀÎ½Î,1È­,1,2020.12.06,14379,8.36,105,67,36,0,7.302316,4.659573,0,0,1,1,0,0,0,1,0,0,0,0,0
1904,°è¾àÀÎ½Î,2È­,2,2020.12.13,11166,8.39,94,57,20,0,8.418413,5.104782,0,0,1,1,0,0,0,1,0,0,0,0,0
1905,°è¾àÀÎ½Î,3È­,3,2020.12.20,10459,8.44,93,55,24,0,8.891863,5.258629,0,0,1,1,0,0,0,1,0,0,0,0,0
1906,°è¾àÀÎ½Î,4È­,4,2020.12.27,9760,7.92,87,49,18,0,8.913934,5.020492,0,0,1,1,0,0,0,1,0,0,0,0,0
1907,°è¾àÀÎ½Î,5È­,5,2021.01.04,7497,8.39,79,40,12,0,10.537548,5.335468,0,0,1,1,0,0,0,1,0,0,0,0,0
1908,ÀÎºñÆ®À©,1È­,1,2019.07.25,10979,9.55,91,43,19,0,8.288551,3.916568,0,0,1,0,0,1,1,0,0,0,0,0,0
1909,ÀÎºñÆ®À©,2È­,2,2019.08.01,6514,9.4,58,30,11,0,8.903899,4.605465,0,0,1,0,0,1,1,0,0,0,0,0,0
1910,ÀÎºñÆ®À©,3È­,3,2019.09.05,3019,9.5,48,24,17,0,15.899304,7.949652,0,0,1,0,0,1,1,0,0,0,0,0,0
1911,ÀÌ±×´Ï¼Ç,.,1,2008.10.30,6818,7.78,163,3,134,0,23.907304,0.440012,0,0,1,0,0,0,0,0,0,0,0,0,0
1912,‚‹ÀÌÀÇ ÇÏ·ç,1.Æ÷±âÇÒ¼ö¾ø´Â°Í,1,2011.09.20,18544,9.65,483,110,45,0,26.04616,5.931838,1,0,0,1,0,0,0,0,0,0,0,0,0
1913,‚‹ÀÌÀÇ ÇÏ·ç,2.Ä£±¸¿Í¼ú,2,2011.09.27,13317,9.67,507,105,42,0,38.071638,7.884659,1,0,0,1,0,0,0,0,0,0,0,0,0
1914,‚‹ÀÌÀÇ ÇÏ·ç,3.ÁÁ¾ÆÇÏ´Â°Í,3,2011.09.29,11217,9.72,452,79,25,0,40.295979,7.042881,1,0,0,1,0,0,0,0,0,0,0,0,0
1915,‚‹ÀÌÀÇ ÇÏ·ç,4.È­´ÏÀÇ½ºÅ©·ù¹Ù,4,2011.10.04,10696,9.64,425,73,40,0,39.73448,6.824981,1,0,0,1,0,0,0,0,0,0,0,0,0
1916,‚‹ÀÌÀÇ ÇÏ·ç,5.±×·¡¼­Áö±ÝÀº,5,2011.10.06,10221,9.74,424,80,24,0,41.483221,7.827023,1,0,0,1,0,0,0,0,0,0,0,0,0
1917,Ä¥Èæ,1È­ - 3ÀÏ,1,2020.03.19,6293,9.17,109,53,13,0,17.320833,8.422056,0,0,1,0,0,0,0,1,0,0,1,0,0
1918,Ä¥Èæ,2È­ - È­Á¡(ü£ïÇ),2,2020.03.29,4310,9.15,86,49,11,0,19.953596,11.36891,0,0,1,0,0,0,0,1,0,0,1,0,0
1919,Ä¥Èæ,3È­ - »çÈ°(ÞÝüÀ),3,2020.04.09,3959,9.12,82,43,9,0,20.712301,10.861329,0,0,1,0,0,0,0,1,0,0,1,0,0
1920,Ä¥Èæ,4È­ - Ãâ»çÇ¥,4,2020.04.19,3906,9.22,82,42,10,0,20.993344,10.752688,0,0,1,0,0,0,0,1,0,0,1,0,0
1921,Ä¥Èæ,5È­ - ´ÜµµºÎÈ¸(Ó¤ÓïÝ¹üå),5,2020.04.29,3388,9.65,79,39,8,0,23.317591,11.511216,0,0,1,0,0,0,0,1,0,0,1,0,0
1922,±æ¸®,±â·Ï 1ÁÖ Â÷,1,2013.04.26,10007,9.84,1030,77,109,0,102.92795,7.694614,0,0,1,0,0,0,1,1,0,0,0,0,0
1923,±æ¸®,±â·Ï 2ÁÖÂ÷,2,2013.05.03,6075,9.87,1048,77,58,0,172.510288,12.674897,0,0,1,0,0,0,1,1,0,0,0,0,0
1924,±æ¸®,±â·Ï 3ÁÖÂ÷,3,2013.05.10,5172,9.88,1365,89,112,0,263.921114,17.208043,0,0,1,0,0,0,1,1,0,0,0,0,0
1925,±æ¸®,±â·Ï 4ÁÖÂ÷,4,2013.05.17,4435,9.88,1011,59,38,0,227.959414,13.303269,0,0,1,0,0,0,1,1,0,0,0,0,0
1926,±æ¸®,±â·Ï 5ÁÖÂ÷,5,2013.05.23,4100,9.88,974,55,56,0,237.560976,13.414634,0,0,1,0,0,0,1,1,0,0,0,0,0
1927,"Please Me, Please",intro,1,2014.07.17,6044,9.77,680,236,94,0,112.508273,39.046989,0,0,1,0,0,1,0,0,1,0,0,0,0
1928,"Please Me, Please",00. ´ÞÀÇ ³ª¶óÀÇ ¿Õ »çÆÄÀÌ¾î ¶ó ¹®,2,2014.07.21,5888,9.8,684,192,74,0,116.168478,32.608696,0,0,1,0,0,1,0,0,1,0,0,0,0
1929,"Please Me, Please",01.Çàº¹ÀÇ ¸¶¹ý»ç ºí¸²ºù,3,2014.07.27,3867,9.78,568,137,53,0,146.883889,35.42798,0,0,1,0,0,1,0,0,1,0,0,0,0
1930,"Please Me, Please",02.±×·±µ¥ ±×°ÍÀÌ ½ÇÁ¦·Î ÀÏ¾î³µ½À´Ï´Ù!,4,2014.08.04,2685,9.79,483,120,54,0,179.888268,44.692737,0,0,1,0,0,1,0,0,1,0,0,0,0
1931,"Please Me, Please",03.´ÞÀÇ³ª¶ó º°ºû±ÃÀü µµ¼­°ü»ç¼­ º§,5,2014.08.11,2403,9.68,435,106,35,0,181.02372,44.111527,0,0,1,0,0,1,0,0,1,0,0,0,0
1932,ÀåÀÎÀÇ ³ª¶ó,·¹Áø ¿¬Àç °øÁöÀÔ´Ï´Ù!,1,2014.03.13,3633,9.84,296,56,148,0,81.475365,15.414258,0,0,1,0,0,0,1,0,0,0,1,0,0
1933,¸Þ¸ð¸®Áî ·¹ÀÎ,Ã¹ ¹øÂ° ±â¾ï,1,2012.03.17,8579,9.8,1390,37,203,0,162.023546,4.312857,0,0,1,0,0,1,0,0,1,0,0,0,0
1934,¸Þ¸ð¸®Áî ·¹ÀÎ,µÎ ¹øÂ° ±â¾ï,2,2012.03.24,5276,9.8,1284,27,124,0,243.366187,5.117513,0,0,1,0,0,1,0,0,1,0,0,0,0
1935,¸Þ¸ð¸®Áî ·¹ÀÎ,¼¼ ¹øÂ° ±â¾ï,3,2012.04.04,4616,9.81,1317,26,153,0,285.311958,5.632582,0,0,1,0,0,1,0,0,1,0,0,0,0
1936,¸Þ¸ð¸®Áî ·¹ÀÎ,³× ¹øÂ° ±â¾ï,4,2012.04.14,4264,9.84,1251,26,114,0,293.386492,6.097561,0,0,1,0,0,1,0,0,1,0,0,0,0
1937,¸Þ¸ð¸®Áî ·¹ÀÎ,´Ù¼¸ ¹øÂ° ±â¾ï,5,2012.04.27,4145,9.91,1324,28,138,0,319.420989,6.755127,0,0,1,0,0,1,0,0,1,0,0,0,0
1938,¼­´ç°³ »ï³âÀÌ¸é Ç³¿ùÀ» À¼´Â´Ù.,ÇÑ ¼ö.,1,2015.03.05,5272,9.85,379,118,54,0,71.889226,22.382398,0,1,0,0,1,0,0,0,0,0,0,0,0
1939,¼­´ç°³ »ï³âÀÌ¸é Ç³¿ùÀ» À¼´Â´Ù.,µÎ ¼ö.,2,2015.03.16,3901,9.81,288,85,39,0,73.827224,21.789285,0,1,0,0,1,0,0,0,0,0,0,0,0
1940,¼­´ç°³ »ï³âÀÌ¸é Ç³¿ùÀ» À¼´Â´Ù.,¼¼ ¼ö.,3,2015.03.20,3369,9.83,274,77,25,0,81.329771,22.855447,0,1,0,0,1,0,0,0,0,0,0,0,0
1941,¼­´ç°³ »ï³âÀÌ¸é Ç³¿ùÀ» À¼´Â´Ù.,³× ¼ö.,4,2015.03.31,3161,9.85,236,73,33,0,74.659918,23.093958,0,1,0,0,1,0,0,0,0,0,0,0,0
1942,¼­´ç°³ »ï³âÀÌ¸é Ç³¿ùÀ» À¼´Â´Ù.,´Ù¼¸ ¼ö.,5,2015.04.10,3057,9.81,233,83,21,0,76.218515,27.150801,0,1,0,0,1,0,0,0,0,0,0,0,0
1943,µµ°õº¸¿Í Ä£±¸µé,1È­,1,2017.01.23,13339,8.93,196,76,35,0,14.693755,5.697579,1,0,0,1,1,0,0,0,0,0,0,0,0
1944,µµ°õº¸¿Í Ä£±¸µé,2È­,2,2017.01.28,8330,8.89,151,60,11,0,18.127251,7.202881,1,0,0,1,1,0,0,0,0,0,0,0,0
1945,µµ°õº¸¿Í Ä£±¸µé,3È­,3,2017.02.11,6618,8.67,126,53,16,0,19.038985,8.008462,1,0,0,1,1,0,0,0,0,0,0,0,0
1946,µµ°õº¸¿Í Ä£±¸µé,4È­,4,2017.03.04,5331,8.74,116,47,16,0,21.75952,8.816357,1,0,0,1,1,0,0,0,0,0,0,0,0
1947,µµ°õº¸¿Í Ä£±¸µé,5È­,5,2017.03.11,5020,8.78,99,41,10,0,19.721116,8.167331,1,0,0,1,1,0,0,0,0,0,0,0,0
1948,¹Ì½ºÅ×¸® °ÔÀÓ,00.ÇÁ·Ñ·Î±×,1,2013.07.15,15367,9.79,2130,28,252,0,138.608707,1.822086,0,1,0,0,0,0,0,0,0,0,1,0,0
1949,¹Ì½ºÅ×¸® °ÔÀÓ,1. Ä¿Æ° (»ó),2,2013.07.21,15066,9.83,1978,22,153,0,131.288995,1.460242,0,1,0,0,0,0,0,0,0,0,1,0,0
1950,¹Ì½ºÅ×¸® °ÔÀÓ,1. Ä¿Æ° (ÇÏ),3,2013.07.28,4193,9.76,1852,3,271,0,441.688528,0.715478,0,1,0,0,0,0,0,0,0,0,1,0,0
1951,¹Ì½ºÅ×¸® °ÔÀÓ,2. ´Ù¸¥¼¼°è¿¡¼­ ¿Â ÀüÈ­ (»ó),4,2013.08.04,1754,9.79,1696,1,143,0,966.932725,0.570125,0,1,0,0,0,0,0,0,0,0,1,0,0
1952,¹Ì½ºÅ×¸® °ÔÀÓ,2. ´Ù¸¥¼¼°è¿¡¼­ ¿Â ÀüÈ­ (ÇÏ),5,2013.08.11,734,9.78,1741,1,176,0,2371.934605,1.362398,0,1,0,0,0,0,0,0,0,0,1,0,0
1953,±×·¡µµ Á¶±Ý °øºÎµÇ´Â ¸¸È­,¿¹°íÆí,1,2020.04.15,13780,9.45,197,92,17,0,14.296081,6.676343,1,0,0,0,1,0,0,0,0,0,0,1,0
1954,±×·¡µµ Á¶±Ý °øºÎµÇ´Â ¸¸È­,1È­ ±¸Áö°¡,2,2020.04.22,15555,9.62,311,132,71,0,19.993571,8.486017,1,0,0,0,1,0,0,0,0,0,0,1,0
1955,±×·¡µµ Á¶±Ý °øºÎµÇ´Â ¸¸È­,2È­ °ø¹«µµÇÏ°¡,3,2020.04.28,6860,9.44,165,74,16,0,24.052478,10.787172,1,0,0,0,1,0,0,0,0,0,0,1,0
1956,±×·¡µµ Á¶±Ý °øºÎµÇ´Â ¸¸È­,3È­ È²Á¶°¡,4,2020.05.05,4126,9.31,119,45,18,0,28.841493,10.906447,1,0,0,0,1,0,0,0,0,0,0,1,0
1957,±×·¡µµ Á¶±Ý °øºÎµÇ´Â ¸¸È­,4È­ Ã³¿ë°¡,5,2020.05.12,3028,9.5,106,36,11,0,35.006605,11.889036,1,0,0,0,1,0,0,0,0,0,0,1,0
1958,ÇâÀÏÈ­,ÀÏ.,1,2011.09.22,6008,9.6,1690,24,392,0,281.291611,3.994674,0,0,1,0,0,0,0,0,0,0,0,0,0
1959,ÇâÀÏÈ­,ÀÌ.,2,2011.09.22,4317,9.65,1613,24,166,0,373.639101,5.559416,0,0,1,0,0,0,0,0,0,0,0,0,0
1960,ÇâÀÏÈ­,»ï.,3,2011.09.24,3929,9.68,1698,22,164,0,432.171036,5.599389,0,0,1,0,0,0,0,0,0,0,0,0,0
1961,ÇâÀÏÈ­,»ç.,4,2011.09.24,3762,9.67,1662,20,185,0,441.786284,5.316321,0,0,1,0,0,0,0,0,0,0,0,0,0
1962,ÇâÀÏÈ­,¿À.,5,2011.09.24,3673,9.7,1699,21,547,0,462.564661,5.717397,0,0,1,0,0,0,0,0,0,0,0,0,0
1963,º¸º¸´ÏÀÌ¾ß±â,[º¸º¸´ÏÀÌ¾ß±â]¿¹°íÆí,1,2009.02.24,7501,9.53,795,19,219,0,105.985869,2.532996,0,0,1,0,0,0,0,0,0,0,0,0,0
1964,º¸º¸´ÏÀÌ¾ß±â,[º¸º¸´ÏÀÌ¾ß±â]¼ÒÁßÇÑ Á¸Àç,2,2009.03.02,5722,9.58,808,11,258,0,141.209367,1.922405,0,0,1,0,0,0,0,0,0,0,0,0,0
1965,º¸º¸´ÏÀÌ¾ß±â,[º¸º¸´ÏÀÌ¾ß±â]¿ìÁ¤¿¡´ëÇÑ´Ü»ó(1),3,2009.03.09,3004,9.64,867,15,202,0,288.61518,4.993342,0,0,1,0,0,0,0,0,0,0,0,0,0
1966,º¸º¸´ÏÀÌ¾ß±â,[º¸º¸´ÏÀÌ¾ß±â]¿ìÁ¤¿¡´ëÇÑ´Ü»ó(2),4,2009.03.11,2198,9.77,1413,14,313,0,642.857143,6.369427,0,0,1,0,0,0,0,0,0,0,0,0,0
1967,º¸º¸´ÏÀÌ¾ß±â,[º¸º¸´ÏÀÌ¾ß±â]¿ìÁ¤¿¡´ëÇÑ´Ü»ó(3),5,2009.03.16,2089,9.68,967,17,464,0,462.90091,8.137865,0,0,1,0,0,0,0,0,0,0,0,0,0
1968,´É´É,¿¹°íÆí,1,2011.09.16,5344,9.59,2279,10,348,0,426.459581,1.871257,0,0,1,0,0,0,0,0,0,0,0,0,0
1969,´É´É,1È­,2,2011.09.23,4708,9.64,2466,12,545,0,523.789295,2.548853,0,0,1,0,0,0,0,0,0,0,0,0,0
1970,´É´É,2È­,3,2011.09.30,3923,9.67,2226,10,572,0,567.422891,2.54907,0,0,1,0,0,0,0,0,0,0,0,0,0
1971,´É´É,3È­,4,2011.10.07,3502,9.7,2277,10,402,0,650.199886,2.855511,0,0,1,0,0,0,0,0,0,0,0,0,0
1972,´É´É,4È­,5,2011.10.14,3319,9.72,2331,10,698,0,702.319976,3.012956,0,0,1,0,0,0,0,0,0,0,0,0,0
1973,¾ç¸»µµ±úºñ,1È­,1,2013.03.01,16991,9.81,3006,61,425,0,176.917191,3.590136,0,0,1,0,0,0,0,0,0,1,0,0,0
1974,¾ç¸»µµ±úºñ,2È­,2,2013.03.09,11146,9.79,2601,42,156,0,233.357258,3.768168,0,0,1,0,0,0,0,0,0,1,0,0,0
1975,¾ç¸»µµ±úºñ,3È­,3,2013.03.18,7233,9.81,2554,22,226,0,353.10383,3.041615,0,0,1,0,0,0,0,0,0,1,0,0,0
1976,¾ç¸»µµ±úºñ,4È­,4,2013.03.26,4959,9.83,2606,20,268,0,525.509175,4.033071,0,0,1,0,0,0,0,0,0,1,0,0,0
1977,¾ç¸»µµ±úºñ,5È­,5,2013.04.02,4250,9.84,2550,19,195,0,600,4.470588,0,0,1,0,0,0,0,0,0,1,0,0,0
1978,ZET,È÷½ºÅ×¸®¼ºÀÎ,1,2020.08.05,6245,9.25,73,40,20,0,11.689351,6.405124,0,0,1,0,0,1,1,0,0,0,0,0,0
1979,ZET,¿­Á¤¼ºÀÎ,2,2020.08.05,4094,9.41,63,33,23,0,15.388373,8.060576,0,0,1,0,0,1,1,0,0,0,0,0,0
1980,ZET,Â¡Á¶,3,2020.08.27,3153,9.59,44,23,14,0,13.954964,7.29464,0,0,1,0,0,1,1,0,0,0,0,0,0
1981,ZET,µðÅä¼ºÀÎ,4,2020.09.05,2519,9.49,47,23,22,0,18.658198,9.130607,0,0,1,0,0,1,1,0,0,0,0,0,0
