,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,´ñ±Û¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä,¿¡ÇÇ¼Òµå,¿È´Ï¹ö½º,½ºÅä¸®,ÀÏ»ó,°³±×,ÆÇÅ¸Áö,¾×¼Ç,µå¶ó¸¶,¼øÁ¤,°¨¼º,½º¸±·¯,½Ã´ë±Ø,½ºÆ÷Ã÷
1982,ZET,º´¿ø,5,2020.09.16,1822,8.64,47,27,14,0,25.795829,14.81888,0,0,1,0,0,1,1,0,0,0,0,0,0
1983,³·°Ô ³¯°íÀÖ´Â ¿¬,1È­. ¾îµÒ(1),1,2014.11.30,9447,9.41,587,201,65,0,62.136128,21.276596,0,0,1,0,0,1,0,1,0,0,0,0,0
1984,³·°Ô ³¯°íÀÖ´Â ¿¬,2È­. ¾îµÒ(2),2,2014.12.06,3054,9.58,820,221,64,0,268.500327,72.364113,0,0,1,0,0,1,0,1,0,0,0,0,0
1985,³·°Ô ³¯°íÀÖ´Â ¿¬,3È­. ¾îµÒ(3),3,2014.12.13,953,9.55,486,167,87,0,509.96852,175.236097,0,0,1,0,0,1,0,1,0,0,0,0,0
1986,³·°Ô ³¯°íÀÖ´Â ¿¬,4È­. ¼ö¸é(1),4,2014.12.19,1050,9.5,430,139,75,0,409.52381,132.380952,0,0,1,0,0,1,0,1,0,0,0,0,0
1987,³·°Ô ³¯°íÀÖ´Â ¿¬,Å©¸®½º¸¶½º ÀÌº¥Æ® (12/24~1/5±îÁö),5,2014.12.24,443,9.66,238,106,74,0,537.24605,239.277652,0,0,1,0,0,1,0,1,0,0,0,0,0
1988,±× ¼¶¿¡ ¹Ùº¸µéÀÌ »ê´Ù,°øÁö,1,2014.12.31,3550,9.68,306,112,229,0,86.197183,31.549296,0,0,1,0,0,1,0,1,0,0,0,0,0
1989,¹ã°ø¸¶,Á¦ 1Àå. ÅÂ¾î³ª´Ï ¹ãÀÇ °ø¸¶,1,2019.12.20,6890,9.76,82,52,27,0,11.901306,7.54717,0,0,1,0,0,1,0,0,0,0,0,1,0
1990,¹ã°ø¸¶,Á¦ 2Àå. ¿ì¿¬°ú ÇÊ¿¬,2,2019.12.27,4303,9.62,79,46,19,0,18.359284,10.690216,0,0,1,0,0,1,0,0,0,0,0,1,0
1991,¹ã°ø¸¶,Á¦ 3Àå. ÀÛÀº °ÅÀÎ,3,2020.01.03,3633,9.6,68,46,15,0,18.717314,12.661712,0,0,1,0,0,1,0,0,0,0,0,1,0
1992,¹ã°ø¸¶,Á¦ 4Àå. »ï°íÁ¦ ¹üÀÎ,4,2020.01.10,3381,9.6,67,44,14,0,19.816622,13.013901,0,0,1,0,0,1,0,0,0,0,0,1,0
1993,¹ã°ø¸¶,Á¦ 5Àå. Áø½ÇÀÇ ´«,5,2020.01.17,3388,9.68,57,43,12,0,16.824085,12.691854,0,0,1,0,0,1,0,0,0,0,0,1,0
1994,"´Þ¸®ÀÚ, È£ÁÖ!",Ãâ¹ß,1,2009.03.22,8189,9.63,542,47,170,0,66.186348,5.739407,1,0,0,1,1,0,0,0,0,0,0,0,0
1995,"´Þ¸®ÀÚ, È£ÁÖ!",¸ÆÀº ¾û¶×ÇØ!,2,2009.03.22,6793,9.62,523,33,190,0,76.99102,4.857942,1,0,0,1,1,0,0,0,0,0,0,0,0
1996,"´Þ¸®ÀÚ, È£ÁÖ!",°øÆ÷ÀÇ µþ±â³ó»ç,3,2009.03.25,6529,9.59,515,30,73,0,78.878848,4.594884,1,0,0,1,1,0,0,0,0,0,0,0,0
1997,"´Þ¸®ÀÚ, È£ÁÖ!",³ª´Â¾ß À§´ëÇÑ ÇÑ±¹ÀÎ,4,2009.03.26,6108,9.6,527,42,189,0,86.280288,6.876228,1,0,0,1,1,0,0,0,0,0,0,0,0
1998,"´Þ¸®ÀÚ, È£ÁÖ!",µþ±â ³óÀå³× °¡Á·,5,2009.03.28,5764,9.56,533,38,136,0,92.470507,6.592644,1,0,0,1,1,0,0,0,0,0,0,0,0
1999,¿©¸§¿¡ ³»¸®´Â ¼­¸®,ÇÁ·Ñ·Î±×,1,2020.03.23,5765,8.92,135,57,17,0,23.417173,9.887251,0,0,1,0,0,1,0,1,0,0,0,0,0
2000,¿©¸§¿¡ ³»¸®´Â ¼­¸®,0È­,2,2020.04.01,3987,8.75,65,24,10,0,16.302985,6.019564,0,0,1,0,0,1,0,1,0,0,0,0,0
2001,¿©¸§¿¡ ³»¸®´Â ¼­¸®,1È­,3,2020.04.10,5074,9.06,87,57,8,0,17.146236,11.233741,0,0,1,0,0,1,0,1,0,0,0,0,0
2002,¿©¸§¿¡ ³»¸®´Â ¼­¸®,2È­,4,2020.04.21,3637,9.2,79,45,10,0,21.721199,12.372835,0,0,1,0,0,1,0,1,0,0,0,0,0
2003,¿©¸§¿¡ ³»¸®´Â ¼­¸®,3È­,5,2020.05.02,3254,9.09,80,43,12,0,24.585126,13.214505,0,0,1,0,0,1,0,1,0,0,0,0,0
2004,°»½ºÅ¸Áî(Gangstaaz),prologue,1,2012.01.27,12275,9.7,591,53,180,0,48.14664,4.317719,0,0,1,0,0,0,0,1,0,0,0,0,1
2005,°»½ºÅ¸Áî(Gangstaaz),1.±â¼±Á¦¾Ð,2,2012.02.12,14156,9.75,626,39,153,0,44.221532,2.755016,0,0,1,0,0,0,0,1,0,0,0,0,1
2006,°»½ºÅ¸Áî(Gangstaaz),2.ÈüÇÕµ¿¾Æ¸®,3,2012.02.19,12380,9.74,552,40,123,0,44.588045,3.231018,0,0,1,0,0,0,0,1,0,0,0,0,1
2007,°»½ºÅ¸Áî(Gangstaaz),3.complex,4,2012.02.26,9094,9.72,479,30,69,0,52.672091,3.298878,0,0,1,0,0,0,0,1,0,0,0,0,1
2008,°»½ºÅ¸Áî(Gangstaaz),4.Áú¼­,5,2012.03.06,7873,9.68,482,39,53,0,61.221898,4.953639,0,0,1,0,0,0,0,1,0,0,0,0,1
2009,·ÐÁî(Lons),Prologue,1,2013.05.26,9382,9.78,1964,9,442,0,209.337028,0.959284,0,0,1,0,0,1,0,0,0,0,0,0,0
2010,·ÐÁî(Lons),1È­,2,2013.06.09,5442,9.8,1474,3,245,0,270.856303,0.551268,0,0,1,0,0,1,0,0,0,0,0,0,0
2011,·ÐÁî(Lons),2È­,3,2013.06.16,1347,9.8,1273,2,139,0,945.063103,1.484781,0,0,1,0,0,1,0,0,0,0,0,0,0
2012,·ÐÁî(Lons),3È­,4,2013.06.23,428,9.83,1153,2,140,0,2693.925234,4.672897,0,0,1,0,0,1,0,0,0,0,0,0,0
2013,·ÐÁî(Lons),4È­,5,2013.06.30,323,9.84,1740,4,215,0,5386.996904,12.383901,0,0,1,0,0,1,0,0,0,0,0,0,0
2014,Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),1È­[Twin],1,2010.11.29,10928,9.62,1368,52,427,0,125.183016,4.758419,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),2È­[ºñ¹Ð],2,2010.12.06,5959,9.69,1356,38,232,0,227.554959,6.376909,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),3È­[È­À½¨ç],3,2010.12.13,4627,9.7,1369,33,280,0,295.872055,7.132051,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),4È­[È­À½¨è],4,2010.12.20,3753,9.7,1313,27,212,0,349.853451,7.194245,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),5È­[ºñ¹ÐÀÇ ±â¾ï¨ç],5,2010.12.27,3369,9.78,1058,22,172,0,314.039774,6.530128,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,1.À½½Ä¹°Âî²¨±â°ü¸®ÇÏ±â,1,2011.09.22,1654,9.48,113,12,36,0,68.319226,7.255139,1,0,0,1,0,0,0,0,0,0,0,0,0
2020,È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,2.Äá¹°±¹¼ö¸¸µé±â,2,2011.10.05,1206,9.64,106,8,24,0,87.893864,6.633499,1,0,0,1,0,0,0,0,0,0,0,0,0
2021,È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,3.Àü±â¹ä¼Ü½È¾î!,3,2011.10.19,964,9.59,111,6,16,0,115.145228,6.224066,1,0,0,1,0,0,0,0,0,0,0,0,0
2022,È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,4.°úÀÏÁ¤¸®ÇÏ±â,4,2011.10.26,837,9.72,96,6,10,0,114.695341,7.168459,1,0,0,1,0,0,0,0,0,0,0,0,0
2023,È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,5.½Ò¾Ä±â,5,2011.11.02,807,9.72,98,7,12,0,121.437423,8.674102,1,0,0,1,0,0,0,0,0,0,0,0,0
2024,¸¶Áö¸· ÇÇÅÍÆÒ,1È­ - ³×¹ö·£µå(1),1,2014.01.15,7711,9.78,654,169,39,0,84.813902,21.916742,0,0,1,0,0,0,0,1,1,0,0,0,0
2025,¸¶Áö¸· ÇÇÅÍÆÒ,2È­ - ³×¹ö·£µå(2),2,2014.01.22,2296,9.77,519,112,16,0,226.045296,48.780488,0,0,1,0,0,0,0,1,1,0,0,0,0
2026,¸¶Áö¸· ÇÇÅÍÆÒ,3È­ - ³×¹ö·£µå(3),3,2014.01.29,446,9.81,588,150,35,0,1318.38565,336.32287,0,0,1,0,0,0,0,1,1,0,0,0,0
2027,¸¶Áö¸· ÇÇÅÍÆÒ,4È­ - ³×¹ö·£µå(4),4,2014.02.05,210,9.87,547,132,30,0,2604.761905,628.571429,0,0,1,0,0,0,0,1,1,0,0,0,0
2028,¸¶Áö¸· ÇÇÅÍÆÒ,5È­ - ¸ØÃçÁø ½Ã°è,5,2014.02.12,152,9.9,600,117,40,0,3947.368421,769.736842,0,0,1,0,0,0,0,1,1,0,0,0,0
2029,°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,OT(¿À¸®¿£Å×ÀÌ¼Ç),1,2009.06.15,3379,9.59,254,7,22,0,75.170169,2.071619,1,0,0,1,0,0,0,0,0,0,0,0,0
2030,°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,»çÁø»¡ ÁÖÀÇ,2,2009.06.15,2146,9.63,229,6,25,0,106.710158,2.795899,1,0,0,1,0,0,0,0,0,0,0,0,0
2031,°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,º»°ÝÀûÀÎ ÀÏº»»ýÈ° ½ÃÀÛ!,3,2009.06.15,1931,9.68,231,5,60,0,119.627136,2.589332,1,0,0,1,0,0,0,0,0,0,0,0,0
2032,°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,¿Ü±¹ÀÎ µî·ÏÁõ & ÅëÀå ¸¸µé±â!,4,2009.06.17,1687,9.75,185,3,33,0,109.662122,1.778305,1,0,0,1,0,0,0,0,0,0,0,0,0
2033,°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,»õ·Î¿î ¹Ì¼Ç! ÈÞ´ëÆù ¸¸µé±â!,5,2009.06.17,1336,9.7,192,5,49,0,143.712575,3.742515,1,0,0,1,0,0,0,0,0,0,0,0,0
2034,"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±× 1È­,1,2013.07.18,3161,9.75,485,89,30,0,153.432458,28.155647,1,0,0,0,1,1,0,0,0,0,0,0,0
2035,"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±× (2),2,2013.07.19,1914,9.83,442,62,43,0,230.92999,32.392894,1,0,0,0,1,1,0,0,0,0,0,0,0
2036,"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±×(3),3,2013.07.21,1429,9.87,845,92,72,0,591.322603,64.380686,1,0,0,0,1,1,0,0,0,0,0,0,0
2037,"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±×(4),4,2013.07.26,1163,9.8,483,53,24,0,415.305245,45.571797,1,0,0,0,1,1,0,0,0,0,0,0,0
2038,"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±×(5),5,2013.08.05,979,9.81,444,57,33,0,453.524004,58.222676,1,0,0,0,1,1,0,0,0,0,0,0,0
2039,´ÞÆØÀÌ ÀÏ±â,0.½ÃÀÛ,1,2012.02.12,2343,9.71,704,16,68,0,300.469484,6.828852,0,0,1,1,0,0,0,0,0,1,0,0,0
2040,´ÞÆØÀÌ ÀÏ±â,1.ÀÎ¿¬,2,2012.02.20,1929,9.69,746,15,106,0,386.728875,7.77605,0,0,1,1,0,0,0,0,0,1,0,0,0
2041,´ÞÆØÀÌ ÀÏ±â,"2.±× ³²ÀÚ, À±¿©±Ô",3,2012.02.27,1429,9.83,659,12,36,0,461.161652,8.397481,0,0,1,1,0,0,0,0,0,1,0,0,0
2042,´ÞÆØÀÌ ÀÏ±â,°øÁö,4,2012.03.04,990,9.73,394,12,50,0,397.979798,12.121212,0,0,1,1,0,0,0,0,0,1,0,0,0
2043,´ÞÆØÀÌ ÀÏ±â,3.ÀÚÀ¯ ÁÖÁ¨µ¥ ¿Ö ÀÚÀ¯·ÓÁú ¸øÇÏ´Ï,5,2012.03.12,1192,9.76,689,12,76,0,578.020134,10.067114,0,0,1,1,0,0,0,0,0,1,0,0,0
2044,°³¿Í³ª,°³¿Í³ª 1È­,1,2010.04.12,1498,9.59,261,3,146,0,174.23231,2.00267,0,0,1,0,0,0,0,0,0,0,0,0,0
2045,°³¿Í³ª,°³¿Í ³ª <2È­>,2,2010.04.22,928,9.5,222,2,64,0,239.224138,2.155172,0,0,1,0,0,0,0,0,0,0,0,0,0
2046,°³¿Í³ª,°³¿Í ³ª <3È­>,3,2010.04.24,880,9.55,363,4,145,0,412.5,4.545455,0,0,1,0,0,0,0,0,0,0,0,0,0
2047,°³¿Í³ª,°³¿Í ³ª <Á¦4È­>,4,2010.04.29,772,9.7,239,3,91,0,309.585492,3.88601,0,0,1,0,0,0,0,0,0,0,0,0,0
2048,°³¿Í³ª,°³¿Í ³ª Á¦<5È­>,5,2010.05.06,701,9.75,324,5,183,0,462.196862,7.132668,0,0,1,0,0,0,0,0,0,0,0,0,0
2049,½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,00È­,1,2013.01.10,3311,9.84,716,36,75,0,216.248867,10.872848,0,0,1,0,0,1,0,0,0,0,0,0,0
2050,½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,1È­(¼­Àå-°ú°ÅÆí).±æ ÀÒÀº ¼Ò³à(1),2,2013.01.18,2535,9.79,553,19,66,0,218.145957,7.495069,0,0,1,0,0,1,0,0,0,0,0,0,0
2051,½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,1È­(¼­Àå-°ú°ÅÆí).±æ ÀÒÀº ¼Ò³à(2),3,2013.01.25,1316,9.77,475,16,36,0,360.942249,12.158055,0,0,1,0,0,1,0,0,0,0,0,0,0
2052,½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,1È­(¼­Àå-°ú°ÅÆí)..±æ ÀÒÀº ¼Ò³à(3),4,2013.02.06,1014,9.83,401,14,36,0,395.463511,13.806706,0,0,1,0,0,1,0,0,0,0,0,0,0
2053,½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,1È­(¼­Àå-°ú°ÅÆí)..±æ ÀÒÀº ¼Ò³à(4),5,2013.02.20,905,9.78,358,12,35,0,395.58011,13.259669,0,0,1,0,0,1,0,0,0,0,0,0,0
2054,¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ _ ÇÁ·Ñ·Î±×,1,2011.07.01,1874,9.63,934,7,227,0,498.399146,3.735326,0,0,1,0,0,0,0,0,0,0,0,0,0
2055,¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ 1È­,2,2011.07.06,1451,9.58,893,2,147,0,615.437629,1.37836,0,0,1,0,0,0,0,0,0,0,0,0,0
2056,¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ 2È­,3,2011.07.13,634,9.56,730,1,110,0,1151.419558,1.577287,0,0,1,0,0,0,0,0,0,0,0,0,0
2057,¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ 3È­,4,2011.07.20,389,9.67,963,1,135,0,2475.578406,2.570694,0,0,1,0,0,0,0,0,0,0,0,0,0
2058,¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ 4È­,5,2011.07.27,315,9.64,1086,1,250,0,3447.619048,3.174603,0,0,1,0,0,0,0,0,0,0,0,0,0
2059,seedling,ÇÁ·Ñ·Î±×,1,2011.12.25,1503,9.73,775,3,131,0,515.635396,1.996008,0,0,1,0,0,0,0,1,1,0,0,0,0
2060,seedling,1È­- ¿Ü·Î¿î ¼Ò³à(á³Ò³),2,2012.01.01,1704,9.72,661,6,45,0,387.910798,3.521127,0,0,1,0,0,0,0,1,1,0,0,0,0
2061,seedling,2È­- ¿ìµ¿°ú°¨±â¾à,3,2012.01.08,1301,9.76,794,5,88,0,610.299769,3.843198,0,0,1,0,0,0,0,1,1,0,0,0,0
2062,seedling,3È­-±âÄ§°ú ¹µ±¹ ß¾,4,2012.01.15,1089,9.8,703,5,49,0,645.546373,4.591368,0,0,1,0,0,0,0,1,1,0,0,0,0
2063,seedling,4È­- ±âÄ§°ú ¹µ±¹ ù»,5,2012.01.22,966,9.82,680,3,44,0,703.933747,3.10559,0,0,1,0,0,0,0,1,1,0,0,0,0
2064,¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,Prologue,1,2012.11.21,1288,9.05,133,4,21,0,103.26087,3.10559,0,0,1,0,0,0,1,0,0,0,1,0,0
2065,¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,1È­,2,2012.11.27,1279,9.05,143,9,13,0,111.806099,7.036747,0,0,1,0,0,0,1,0,0,0,1,0,0
2066,¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,2È­,3,2012.12.05,1110,9.21,136,7,18,0,122.522523,6.306306,0,0,1,0,0,0,1,0,0,0,1,0,0
2067,¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,3È­,4,2012.12.12,926,9.14,125,4,13,0,134.989201,4.319654,0,0,1,0,0,0,1,0,0,0,1,0,0
2068,¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,4È­,5,2012.12.19,890,9.41,115,5,10,0,129.213483,5.617978,0,0,1,0,0,0,1,0,0,0,1,0,0
2069,ºí·¯µåºí·¢,ÇÁ·Ñ·Î±×,1,2013.12.04,6785,9.76,919,189,81,0,135.445836,27.855564,0,0,1,0,0,0,1,0,0,0,0,0,0
2070,ºí·¯µåºí·¢,È£±â½ÉÀÌ °í¾çÀÌ¸¦ Á×ÀÎ´Ù.(1),2,2013.12.11,5699,9.81,928,187,90,0,162.835585,32.812774,0,0,1,0,0,0,1,0,0,0,0,0,0
2071,ºí·¯µåºí·¢,È£±â½ÉÀÌ °í¾çÀÌ¸¦ Á×ÀÎ´Ù.(2),3,2013.12.18,1945,9.84,925,174,44,0,475.578406,89.460154,0,0,1,0,0,0,1,0,0,0,0,0,0
2072,ºí·¯µåºí·¢,302È£¿¡¼­ÀÇ ÇÏ·í¹ã(1),4,2013.12.25,857,9.85,894,181,69,0,1043.173862,211.201867,0,0,1,0,0,0,1,0,0,0,0,0,0
2073,ºí·¯µåºí·¢,302È£¿¡¼­ÀÇ ÇÏ·í¹ã(2),5,2014.01.01,684,9.82,843,144,74,0,1232.45614,210.526316,0,0,1,0,0,0,1,0,0,0,0,0,0
2074,¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (1),1,2010.04.12,1387,9.54,422,6,126,0,304.253785,4.325883,0,0,1,0,0,0,0,0,0,0,0,0,0
2075,¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (2),2,2010.04.19,748,9.52,350,4,42,0,467.914439,5.347594,0,0,1,0,0,0,0,0,0,0,0,0,0
2076,¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (3),3,2010.04.26,617,9.44,311,4,43,0,504.051864,6.482982,0,0,1,0,0,0,0,0,0,0,0,0,0
2077,¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (4),4,2010.05.03,613,9.56,425,4,111,0,693.311582,6.525285,0,0,1,0,0,0,0,0,0,0,0,0,0
2078,¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (5),5,2010.05.10,760,9.69,594,7,378,0,781.578947,9.210526,0,0,1,0,0,0,0,0,0,0,0,0,0
2079,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß part.01,1,2008.05.26,2712,9.65,415,8,270,0,153.023599,2.949853,0,0,1,0,0,0,0,0,0,0,0,0,0
2080,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß part.02,2,2008.05.26,1352,9.71,404,8,227,0,298.816568,5.91716,0,0,1,0,0,0,0,0,0,0,0,0,0
2081,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß 2È­ part. 1,3,2008.06.03,1200,9.73,350,9,146,0,291.666667,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0
2082,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß 2È­ part. 2,4,2008.06.03,1152,9.75,447,8,334,0,388.020833,6.944444,0,0,1,0,0,0,0,0,0,0,0,0,0
2083,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß 3È­ part.01,5,2008.06.13,1072,9.67,353,6,103,0,329.291045,5.597015,0,0,1,0,0,0,0,0,0,0,0,0,0
2084,"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",ÁØºñÁß!,1,2013.08.18,1102,9.34,164,43,9,0,148.820327,39.019964,1,0,0,1,0,0,0,0,0,0,0,0,0
2085,"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",½Ä´çÀÔ´Ï´Ù. º¸À°¿øÀÌ ¾Æ´Ï¿¡¿ä.,2,2013.08.21,1554,9.66,269,39,27,0,173.101673,25.096525,1,0,0,1,0,0,0,0,0,0,0,0,0
2086,"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",½Ä´çÀÔ´Ï´Ù. Èí¿¬±¸¿ªÀÌ ¾Æ´Ï¿¡¿ä.,3,2013.08.27,1044,9.58,245,28,19,0,234.67433,26.819923,1,0,0,1,0,0,0,0,0,0,0,0,0
2087,"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",½Ä´çÀÔ´Ï´Ù. ÀÚÀ¯¹è½Ä¼Ò°¡ ¾Æ´Ï¿¡¿ä.,4,2013.09.09,994,9.53,241,33,15,0,242.454728,33.199195,1,0,0,1,0,0,0,0,0,0,0,0,0
2088,"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",½Ä´çÀÔ´Ï´Ù. ¹ÝÂùÅõÁ¤ÇÏÁö ¸¶¼¼¿ä.,5,2013.12.16,988,9.51,220,32,14,0,222.672065,32.388664,1,0,0,1,0,0,0,0,0,0,0,0,0
2089,¸±¸® Å°½º(Lily Kiss),Chapter 00 -Prologue,1,2012.05.24,1213,9.76,492,10,62,0,405.605936,8.244023,0,0,1,0,0,1,0,1,0,0,0,0,0
2090,¸±¸® Å°½º(Lily Kiss),Chapter 01 -À¯³­È÷ Ãß¿î ¹ã,2,2012.06.07,1185,9.63,615,6,161,0,518.987342,5.063291,0,0,1,0,0,1,0,1,0,0,0,0,0
2091,¸±¸® Å°½º(Lily Kiss),Chapter 01 -À¯³­È÷ Ãß¿î ¹ã 2,3,2012.06.21,848,9.77,358,3,26,0,422.169811,3.537736,0,0,1,0,0,1,0,1,0,0,0,0,0
2092,¸±¸® Å°½º(Lily Kiss),Chapter 01 -À¯³­È÷ Ãß¿î ¹ã 3,4,2012.07.05,690,9.72,407,4,74,0,589.855072,5.797101,0,0,1,0,0,1,0,1,0,0,0,0,0
2093,¸±¸® Å°½º(Lily Kiss),Chapter 01 -À¯³­È÷ Ãß¿î ¹ã 4,5,2012.07.19,640,9.71,372,4,64,0,581.25,6.25,0,0,1,0,0,1,0,1,0,0,0,0,0
2094,¹Ì´Ù½ºÀÇ ¾Æµé,1,1,2014.11.17,1736,9.82,157,34,7,0,90.437788,19.585253,0,0,1,0,0,1,0,0,0,0,0,0,0
2095,¹Ì´Ù½ºÀÇ ¾Æµé,2,2,2014.11.23,1010,9.81,142,26,8,0,140.594059,25.742574,0,0,1,0,0,1,0,0,0,0,0,0,0
2096,¹Ì´Ù½ºÀÇ ¾Æµé,3,3,2014.11.30,915,9.88,144,30,10,0,157.377049,32.786885,0,0,1,0,0,1,0,0,0,0,0,0,0
2097,¹Ì´Ù½ºÀÇ ¾Æµé,4,4,2014.12.07,866,9.84,141,31,10,0,162.817552,35.796767,0,0,1,0,0,1,0,0,0,0,0,0,0
2098,¹Ì´Ù½ºÀÇ ¾Æµé,5,5,2014.12.14,814,9.87,134,24,6,0,164.619165,29.484029,0,0,1,0,0,1,0,0,0,0,0,0,0
2099,ÀáÀÌ¿À³Ä,ÀáÀÌ¿À³Ä 1È­,1,2010.04.21,1960,9.73,370,6,198,0,188.77551,3.061224,0,1,0,0,0,0,0,0,0,0,0,0,0
2100,ÀáÀÌ¿À³Ä,ÀáÀÌ¿À³Ä 2È­,2,2010.04.24,1288,9.78,329,4,306,0,255.434783,3.10559,0,1,0,0,0,0,0,0,0,0,0,0,0
2101,ÀáÀÌ¿À³Ä,ÀáÀÌ¿À³Ä 3È­,3,2010.04.28,1047,9.75,325,3,155,0,310.410697,2.86533,0,1,0,0,0,0,0,0,0,0,0,0,0
2102,ÀáÀÌ¿À³Ä,ÀáÀÌ¿À³Ä 4È­,4,2010.05.10,851,9.78,315,3,180,0,370.152761,3.525264,0,1,0,0,0,0,0,0,0,0,0,0,0
2103,ÀáÀÌ¿À³Ä,ÀáÀÌ¿À³Ä 5È­,5,2010.05.11,801,9.78,315,7,176,0,393.258427,8.739076,0,1,0,0,0,0,0,0,0,0,0,0,0
