제목,장르,에피소드,옴니버스,스토리,일상,개그,판타지,액션,드라마,순정,감성,스릴러,시대극,스포츠,좋아요,별점,정식연재
청춘거지클럽,드라마,0,0,1,0,1,0,0,1,0,0,0,0,0,68,9.78,0
청춘고딩,스토리,0,0,1,1,0,0,0,0,1,0,0,0,0,"1,956",9.69,0
청춘금지,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,744,9.74,0
청춘의 모퉁이,일상,0,0,1,1,0,0,0,1,0,0,0,0,0,935,9.85,0
체리 블러드,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,847,9.48,0
체리블로섬,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"8,437",9.89,0
체크메이트 더 게임,드라마,0,1,0,0,0,1,0,1,0,0,0,0,0,"1,076",9.43,0
체크포인트,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,469,9.6,1
쳇 세렌디피티,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,12,9.08,0
초딩생활,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,262,9.75,0
초딩생활2<달탐정발명대>,옴니버스,0,1,0,0,0,0,0,0,0,1,0,0,0,261,9.64,0
초상화,시대극,0,0,1,0,0,0,0,1,0,0,0,1,0,"9,438",9.86,0
초시공아기 요핸슨!!,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,50,9.61,0
초식고등학교,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"16,169",9.88,0
초월! 집사소녀!!,스토리,0,0,1,0,0,0,1,0,1,0,0,0,0,"1,758",9.54,0
초월(超越),드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,55,9.79,0
초인의시대,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,531,9.52,1
초하루 밤의 달맞이꽃,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,178,9.79,0
촉수괴물 M,개그,0,0,1,0,1,0,0,1,0,0,0,0,0,"1,123",9.87,0
촌스러운 그들,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,375,9.62,0
최강의 악마,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,374,9.89,0
최고의 콤비,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,208,9.8,0
최초의 다정,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,133,9.82,0
추억이 뭉게뭉게,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,16,9.42,0
춘향전설,시대극,0,0,1,0,0,0,1,0,0,0,0,1,0,527,9.74,0
출근하개,액션,1,0,0,0,0,1,1,0,0,0,0,0,0,366,9.04,0
출근했습니다,에피소드,1,0,0,0,1,0,0,0,1,0,0,0,0,"4,658",9.89,0
출동!인간퇴치 사무소,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9.59,0
충무공,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,55,9.13,0
충충의 하루,옴니버스,0,1,0,1,0,0,0,0,0,1,0,0,0,561,9.66,0
취급주의,스토리,0,0,1,0,0,0,0,1,0,1,0,0,0,31,9.72,0
취사병 전설이 되다,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,660",9.89,1
츤데레,옴니버스,0,1,0,0,1,0,0,0,0,0,0,0,0,"12,304",9.87,0
치국이야기,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,66,9.86,0
치와와의 오후,순정,1,0,0,0,0,0,0,0,1,1,0,0,0,"7,423",9.9,0
치즈범벅,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"4,214",9.84,0
"치킨,신이된닭",판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,379,9.8,0
친절한영희씨,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,41,9.6,0
친해져요 금봉씨,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,325",9.83,0
칠흑,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,147,9.49,0
칠흑의 장미,옴니버스,0,1,0,1,0,1,0,0,0,0,0,0,0,313,9.83,0
카나와 초나의 독일,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"2,031",9.87,0
카니발-Carnival-,스토리,0,0,1,0,0,0,1,0,0,0,0,0,0,232,9.85,0
카니발라이즈,스토리,0,0,1,0,0,0,0,0,0,0,1,0,0,"1,961",9.85,0
카레카레,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,16,9.64,0
카리스마,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,"3,639",9.89,0
카산드라,시대극,0,0,1,0,0,0,0,0,0,0,0,1,0,82,9.75,0
카오스어택,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,69,9.76,1
카이만,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,99,9.84,0
카이제리온 (KAIXERION),순정,0,0,1,0,0,0,1,0,1,0,0,0,0,156,9.51,0
카인의표적,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,"2,811",9.85,0
카일룸,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,14,9.61,0
카타스트로피,스토리,0,0,1,0,0,0,1,0,0,0,0,0,0,"1,118",9.73,0
"카페,롤링페이퍼(CAFE,ROLLING PAPER)",스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,55,9.76,0
카페레,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,765,9.85,0
카프그라 증후군,스토리,0,0,1,0,0,0,0,0,0,0,1,0,0,36,9.8,0
칼로리메트리,순정,0,0,1,0,0,0,0,0,1,0,1,0,0,784,9.75,0
캐세랑세라,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,950",9.89,0
캐스팔루크,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,292,9.73,0
캔버스,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"2,864",9.84,0
캣밑피쉬 (The Cat Meets Fish),감성,0,0,1,0,0,1,0,0,0,1,0,0,0,369,9.86,0
커다랗게 울었다.,스토리,0,0,1,0,0,0,0,1,0,0,1,0,0,398,9.35,0
커먼 라이더스,일상,0,0,1,1,0,0,0,0,0,0,0,0,1,702,9.69,0
커서,스토리,0,0,1,0,0,0,1,0,0,0,1,0,0,14,9.73,0
커튼콜 아래그랑,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,30,9.83,0
커피와 스무디,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,801,9.85,0
커피중독자,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,33,9.38,0
컬러리스트,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"3,316",9.85,0
컬러커플:extra,순정,1,0,0,0,1,0,0,0,1,0,0,0,0,"3,285",9.84,0
컬러풀,드라마,0,1,0,0,0,1,0,1,0,0,0,0,0,800,9.83,0
컬러풀 아이덴티티,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,713,9.64,0
컵씨의 마음차,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,38,9.65,0
컷,드라마,0,0,1,1,0,0,0,1,0,0,0,0,0,458,9.65,0
케미스트리,드라마,0,0,1,0,1,0,0,1,0,0,0,0,0,239,8.12,0
케어시트,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,705,9.7,0
케이쿤 이야기,옴니버스,0,1,0,1,1,0,0,0,0,0,0,0,0,14,9.38,0
코기의 취향,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,847,9.85,0
코르보(Corvo),판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,742,9.86,0
코스믹 코믹스,일상,0,1,0,1,0,1,0,0,0,0,0,0,0,"26,002",9.89,0
코스튬 플레이어 - 란,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,26,9.76,0
코엑시스트,판타지,0,0,1,0,0,1,0,0,0,0,1,0,0,148,8.92,0
코인,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,"2,339",9.79,0
코코넨네,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,554,9.87,0
코코랄라 육아일기,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,43,9.65,0
코크싸이더,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,191,9.75,0
콘스탄쯔 이야기 | 지민양 이야기,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,21,9.68,1
콜링 (The Calling),판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,75,9.85,0
콜맨,옴니버스,0,1,0,0,1,0,0,0,0,0,0,0,0,15,8.93,0
콤플렉스,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,116,9.79,0
콩닥콩닥어린이집,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,352,9.88,0
콩담콩담,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,6,9.6,0
쿤도덥브라더스,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,"2,025",9.88,0
쿨쿨상담,감성,0,1,0,0,0,0,0,1,0,1,0,0,0,"1,590",9.86,0
큐레이터,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,"2,070",9.72,0
크라이시스,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,296,9.78,0
크레파스,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,234,9.77,0
크로우,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,360,9.82,0
크리그,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,409,9.82,0
크리비 (Crea.B),판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,"3,904",9.77,0
크리스마스 이브 캔 킬 유,옴니버스,0,1,0,1,0,0,0,0,0,0,0,0,0,210,9.7,0
크리스마스는 쨈과 함께,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,"1,237",9.86,0
크리스탈 레인져,옴니버스,0,1,0,1,0,0,1,0,0,0,0,0,0,50,9.57,0
크리퍼스큘(Crepuscule),스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,323,9.74,1
크림슨 크로스,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,465",9.77,0
클라푸티 듀스,스토리,0,0,1,0,1,0,0,0,0,0,0,0,0,966,9.84,0
클래비쇼,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,12,8.87,0
클로버 신드롬,개그,1,0,0,0,1,1,0,0,0,0,0,0,0,456,9.58,0
클리셰,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,"4,686",9.86,0
클릭금지,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,836,9.74,0
키스 마이 라이프(Kiss My Life),스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,158,9.79,0
키치 꼬치,개그,0,0,1,0,1,1,0,0,0,0,0,0,0,133,8.18,0
킥오프,스포츠,0,0,1,0,0,0,1,0,0,0,0,0,1,"13,190",9.73,0
킬러5,액션,0,0,1,0,0,0,1,1,0,0,0,0,0,"1,552",9.83,0
킬링타임,스토리,0,0,1,0,0,1,0,0,0,0,1,0,0,749,9.83,1
타고난자,드라마,0,0,1,0,1,0,0,1,0,0,0,0,0,"1,304",9.6,0
타이트엔드,액션,0,0,1,0,0,0,1,0,0,0,0,0,1,247,9.46,0
타인 행성 표류기,옴니버스,0,1,0,1,1,0,0,0,0,0,0,0,0,846,9.65,0
타임인조선,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,131,9.64,1
타챠노트,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"4,333",9.8,0
탄생석,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,"6,305",9.86,0
탈(TAL),스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,200,9.76,1
탑스피드,스토리,0,0,1,0,0,0,0,0,0,0,0,0,1,19,9.51,0
탑코너,스토리,0,0,1,0,0,0,0,1,0,0,0,0,1,372,8.74,1
태양,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,177,9.6,0
터거(turgor),액션,0,0,1,0,0,1,1,0,0,0,0,0,0,10,9.38,0
털털하지만 괜찮아!,순정,0,0,1,0,1,0,0,0,1,0,0,0,0,661,9.14,0
텃밭부 사건일지,스릴러,0,0,1,0,1,0,0,0,0,0,1,0,0,620,9.85,1
테이커,스토리,0,0,1,0,0,0,1,0,0,0,1,0,0,"17,562",9.85,0
테일 오브 빌런,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,524,9.84,0
테임,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,133,9.5,0
템플러,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,662,9.5,0
토끼,감성,0,1,0,0,0,0,0,0,0,1,0,0,0,"1,535",9.74,0
토닥토닥 그라피티,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,6,9.53,0
토마,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,621,9.43,0
톰캣!,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9.76,0
퇴마부,스토리,0,0,1,0,0,1,0,0,0,0,1,0,0,"1,521",9.82,0
투명 매니큐어를 바르는 승무원,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"6,924",9.88,0
투명한 동거,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"2,556",9.85,1
투애니스(20's),스토리,0,0,1,0,0,0,0,1,0,1,0,0,0,"2,230",9.52,0
투지만발 슈트라이텐,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,275,8.97,0
투하프데빌,개그,0,0,1,0,1,0,1,0,0,0,0,0,0,357,9.37,0
튄공,스토리,0,0,1,0,0,0,0,0,0,0,0,0,1,407,9.8,0
트라우마,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"43,509",9.9,0
트랜스휴먼,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,"1,030",9.76,1
트러블 앤 트리플,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,52,9.83,0
트러블걸,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,296,9.7,0
트럼프,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,275,9.85,1
트럼프(Trump),스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,406,9.85,1
트론즈,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,46,9.75,0
트웰브,스릴러,0,0,1,0,0,1,0,0,0,0,1,0,0,135,9.82,0
트위너,스포츠,0,0,1,0,0,0,0,1,0,0,0,0,1,"3,503",9.83,0
트윙클,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,577,9.52,0
특수 영능력 수사반,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,47,9.72,1
특이점 2045,스릴러,0,0,1,0,0,0,1,0,0,0,1,0,0,"1,008",9.88,0
특허소년,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,565,9.87,0
틈,옴니버스,0,1,0,0,0,1,0,0,0,0,1,0,0,"5,922",9.85,0
틈새의주인,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,608,9.84,0
티레시아스,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"4,128",9.85,0
티안,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,656",9.86,0
파도를 삼킨 어항,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"2,233",9.75,0
파도의 색깔,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,403,9.88,0
파라웨이 치킨,스토리,0,0,1,0,0,1,0,0,0,1,0,0,0,546,9.68,0
파란만장 꼬무신 일지,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,8,9.09,0
파르카이,에피소드,1,0,0,0,0,1,0,1,0,0,0,0,0,16,9.8,0
파리스의 선택,시대극,0,0,1,0,0,0,0,1,0,0,0,1,0,"2,669",9.89,0
파리에서 살아남기,일상,0,1,0,1,1,0,0,0,0,0,0,0,0,773,9.84,0
파블(fable),감성,0,0,1,0,0,1,0,0,0,1,0,0,0,"6,834",9.85,0
파이브 소울,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,68,9.62,0
파차마마의 마법,드라마,0,0,1,0,0,0,0,1,0,1,0,0,0,779,9.88,0
파푸리안,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9.54,0
판다독,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,286,9.42,1
판데모니움,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,196,9.59,0
판타스틱 시니어,개그,1,0,0,0,1,1,0,0,0,0,0,0,0,"2,161",9.88,0
판타스틱! 티티우스 표류기,개그,0,0,1,0,1,1,0,0,0,0,0,0,0,702,9.86,0
판타지 TV,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,"5,497",9.67,0
판타지 여동생!,판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,507,9.46,1
판타지를 기대하지마,순정,0,0,1,0,1,0,0,0,1,0,0,0,0,405,9.84,0
팔재叭災,스토리,0,0,1,0,0,0,0,0,0,1,0,1,0,687,9.73,0
팬시x팬시,순정,0,0,1,0,1,0,0,0,1,0,0,0,0,"3,756",9.65,1
퍼머넌트옐로우,일상,1,0,0,1,0,0,0,1,0,0,0,0,0,263,9.32,0
펄스나인,드라마,0,0,1,0,0,0,0,1,0,0,0,0,1,"2,024",9.49,0
페더,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,"2,245",9.86,0
페이백 [완],스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,11,9.42,0
페이트,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,395,9.72,0
페이퍼,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,435,9.8,0
페인포인트 PAINPOINT,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,130,9.62,0
페카텀,판타지,0,1,0,0,0,1,0,0,0,0,0,0,0,"2,267",9.77,0
페탈(쥬브나일스),감성,0,1,0,0,0,1,0,0,0,1,0,0,0,828,9.85,0
페툰 (People and People Toon),감성,1,0,0,0,0,0,0,0,1,1,0,0,0,"25,056",9.77,0
펜션 타나토스,스토리,0,0,1,0,0,0,0,1,0,0,1,0,0,276,9.72,0
펭귄테일,에피소드,1,0,0,0,1,0,0,0,0,1,0,0,0,"1,491",9.85,0
편의점의 마법사,스토리,0,0,1,1,0,1,0,0,0,0,0,0,0,"2,129",9.89,0
편집자,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,752,9.53,0
평범한 8반,개그,0,0,1,0,1,0,0,1,0,0,0,0,0,225,9.61,1
평범한 이계의 여고생,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,"1,706",9.86,0
평범한 하루,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,75,9.77,0
평범한(?) 지구인들,에피소드,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,295",9.75,0
평일의 나,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,792,9.86,0
폐급 공무원,에피소드,1,0,0,0,1,0,0,0,0,1,0,0,0,139,9.55,0
포-갓,판타지,0,1,0,0,1,1,0,0,0,0,0,0,0,"3,568",9.88,0
포갓레인저,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,"2,136",9.75,0
포그이야기,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,7,8.27,0
포도나무 소녀,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,893,9.77,0
포로롱 포롱,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,541",9.85,0
포르고드(FORGOD),판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,656,9.86,0
포션 매니아,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,59,9.8,0
포이즌 아가씨,순정,1,0,0,0,0,0,0,0,1,0,0,0,0,"3,626",9.87,0
포츈쿠키,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,46,9.79,0
포토쥬스,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5.52,0
폭군의 궁전청소부,개그,1,0,0,0,1,0,0,0,1,0,0,0,0,"2,334",9.84,0
폭력의신,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,98,9.62,0
폭렬!! 극강초맹반,스토리,0,0,1,0,0,0,1,0,1,0,0,0,0,952,9.66,0
폭풍의 짱빨라,드라마,0,0,1,0,0,0,0,1,0,0,0,0,1,381,8.68,0
폭풍의전학생,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,121,9.69,1
폴라로이드,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,158,9.84,0
푸드 포스 레인저,에피소드,1,0,0,0,1,1,0,0,0,0,0,0,0,231,9.81,0
푸디와 친구들,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,35,7.78,0
푸른 도마뱀,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9.47,0
푸른사막 아아루,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"3,595",9.89,1
푸른피의소년,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,7,9.32,0
푸므로 달려와,감성,0,1,0,1,0,0,0,0,0,1,0,0,0,"6,030",8.83,0
풋내기들,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"4,820",9.54,1
풍월주,스릴러,0,0,1,0,0,0,1,0,0,0,1,0,0,"2,541",9.83,0
프라이머리 컬러,드라마,0,0,1,0,0,0,0,1,0,1,0,0,0,649,9.79,0
프러미스 : 증오의 찬가,스토리,0,0,1,0,0,0,1,0,0,0,1,0,0,"1,021",9.42,0
프레이,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,647,9.69,0
프로짝사랑러,감성,0,0,1,0,0,0,0,0,1,1,0,0,0,105,9.56,0
프로탈출러,에피소드,1,0,0,0,0,1,0,0,0,0,1,0,0,101,9.48,0
프리드로우,일상,0,0,1,1,0,0,0,0,0,0,0,0,0,"1,170",9.85,1
프리즘,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,"1,455",9.82,0
프리템포,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,832",9.86,0
플라시버,판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,116,8.72,0
플라워,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,851,9.67,0
플라잉 스쿼럴 걸,스포츠,0,0,1,0,0,0,0,1,0,0,0,0,1,58,9.78,0
플라즈마걸스,액션,1,0,0,0,1,0,1,0,0,0,0,0,0,865,9.84,0
플래닛자이언,스릴러,0,0,1,0,0,0,1,0,0,0,1,0,0,431,9.37,0
플랫다이어리,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,536,9.89,1
플레이어,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,424,9.56,0
플린트 락 머스킷,스토리,0,0,1,0,0,0,0,0,0,0,0,1,0,286,9.78,0
피곤한 직장인 일기,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"4,659",9.9,0
피그말리온,일상,0,1,0,1,0,1,0,0,0,0,0,0,0,"1,659",9.88,0
피노키오,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,138,9.75,0
피노키오의 소녀,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,"2,373",9.73,1
피아타,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,277,9.75,0
피오키노,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,531,9.64,0
피지 않는 꽃,스릴러,0,0,1,0,0,0,0,0,1,0,1,0,0,680,9.83,0
피치인러브,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,200",9.4,0
피카앤부,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,673",9.84,0
피펨즈(FEFEMZ),에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,23,9.33,0
피플,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,"1,671",9.84,1
픽셔너,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,227,9.64,0
필,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,154,9.86,0
핑크표범의 야미어트,개그,0,1,0,1,1,0,0,0,0,0,0,0,0,246,9.8,0
하나(하루),스토리,0,0,1,1,0,0,0,1,0,0,0,0,0,591,9.73,1
하나리즈,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,804",8.89,0
하나린 하나린,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,"4,046",9.88,0
하나마나,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,654,9.86,0
하나밖에 안 보여!,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"36,205",9.88,0
하나뿐인 안드로이드,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,032",9.43,0
하늘아래 우체부,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,66,9.86,0
하늘에 핀 동백꽃,스토리,0,0,1,0,0,1,0,0,0,1,0,0,0,"11,209",9.88,0
하늘연달 연정,시대극,0,0,1,0,0,0,0,1,0,0,0,1,0,"1,037",9.19,0
하늘의 가녘,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,244,9.89,0
하늘하늘하늘!,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"2,180",9.76,0
하드오피스,스릴러,0,0,1,1,0,0,0,0,0,0,1,0,0,40,9.62,0
하루,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,16,9.67,0
하루끝에,에피소드,1,0,0,0,0,0,0,1,1,0,0,0,0,228,9.77,0
하루달콤 하루쌉싸름,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,"1,975",9.86,0
하루땃따,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,195,9.74,0
하루만 네가 되고 싶어,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"9,032",9.89,1
하루살이 소년,개그,0,1,0,0,1,1,0,0,0,0,0,0,0,944,9.87,0
하루와 모레,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,230,9.72,0
하루의 하늘,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"2,354",9.47,0
하루한끼 감정일기,개그,0,1,0,1,1,0,0,0,0,0,0,0,0,"3,654",9.83,0
하리랑에그타르트,에피소드,1,0,0,0,1,0,0,0,0,0,0,0,0,"3,261",9.9,0
하아의 하루,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"2,586",9.76,0
하얀 하늘 꽃구름,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,"4,163",9.91,0
하양하,시대극,0,0,1,0,0,0,0,0,0,0,0,1,0,108,9.86,0
하엔,에피소드,1,0,0,0,0,1,0,0,0,0,0,0,0,251,9.54,0
하이라몽,판타지,0,1,0,0,0,1,0,0,0,0,0,0,0,"1,837",9.53,0
하이스쿨 콤플렉스(마이동풍),스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"13,493",9.63,0
하이스쿨 히어로즈,일상,0,0,1,1,0,0,0,1,0,0,0,0,0,"1,106",9.77,0
하이타이,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,233,9.82,0
하이퍼(HYPER),판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,"1,457",9.46,0
하임의 서재,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,"2,169",9.89,0
하제,감성,0,1,0,0,0,1,0,0,0,1,0,0,0,"1,203",9.87,0
하트먼트,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,32,9.74,0
하푸하푸,에피소드,1,0,0,0,1,0,0,0,0,1,0,0,0,"4,458",9.85,0
하필 너야?!,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"2,025",9.76,0
학교귀신,스토리,0,0,1,0,0,0,0,0,0,0,1,0,0,610,9.86,0
학교다녀오겠습니다,스토리,0,0,1,0,0,0,1,1,0,0,0,0,0,"1,979",9.43,0
학용품 대전,스토리,0,0,1,0,0,0,1,0,0,0,0,0,0,"3,140",9.75,0
한 뼘 공포집,옴니버스,0,1,0,1,0,0,0,0,0,0,1,0,0,534,9.6,0
한 지붕 아래,일상,0,0,1,1,1,0,0,0,0,0,0,0,0,"1,698",9.89,0
