제목,장르,에피소드,옴니버스,스토리,일상,개그,판타지,액션,드라마,순정,감성,스릴러,시대극,스포츠,좋아요,별점,정식연재
겨울X거울,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,32,9.56,0
겨울과 봄사이,순정,0,0,1,0,0,0,0,0,1,0,0,0,0,"17,023",9.86,0
겨울밤,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,"5,361",9.85,0
겨울성의 백작,개그,1,0,0,0,1,1,0,0,0,0,0,0,0,468,9.86,0
겨울에 웃는 꽃,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"21,175",9.86,0
격이 다른 남자,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,219",9.86,0
격투기특성화사립고교 -극지고-,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,71,9.74,1
견우와 직녀,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,95,9.57,1
견우화,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,"3,357",9.87,0
결벽증 소녀,스토리,0,0,1,0,0,0,0,1,0,0,0,0,0,"3,947",9.9,0
결혼 교과 시간,판타지,0,0,1,1,0,1,0,0,0,0,0,0,0,489,9.8,0
"결혼 후, 보통의 삶",에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"4,783",9.9,0
결혼생활 그림일기,개그,0,1,0,1,1,0,0,0,0,0,0,0,0,"2,045",9.9,1
결혼은 싫어,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"2,928",9.73,0
결혼하고 싶지 않았는데 못하게 되었다.,일상,0,1,0,1,0,0,0,0,0,0,0,0,0,"1,979",9.85,0
경계 界,액션,0,0,1,0,0,0,1,0,0,0,0,0,0,29,9.66,0
경계인,스토리,0,0,1,0,0,0,1,1,0,0,0,0,0,234,9.58,0
계단,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,194,9.62,0
계약우정,스토리,0,0,1,0,0,0,0,1,0,0,0,0,0,"1,303",9.83,0
계약인싸,스토리,0,0,1,1,0,0,0,1,0,0,0,0,0,290,8.88,0
고!고!루키루!,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,32,9.69,1
고3목마 회전인생,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,118,9.73,0
고고고,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,8,9.02,0
고고픽션,옴니버스,0,1,0,0,0,0,0,1,0,1,0,0,0,271,9.78,0
고교생을 환불해 주세요,판타지,1,0,0,1,0,1,0,0,0,0,0,0,0,"2,891",9.88,1
고기해방연합,스토리,0,0,1,0,0,0,0,1,0,0,0,0,0,754,9.85,0
고냥고냥,순정,0,0,1,0,0,0,0,0,1,1,0,0,0,"10,826",9.9,0
고등학교 수감기록,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"5,879",9.73,0
고딩의 사생활,에피소드,1,0,0,1,0,0,0,0,1,0,0,0,0,864,9.85,0
고란툰,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,183,8.32,0
고렘 소환사,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,20,8.96,0
고민상담특별부,스토리,0,0,1,0,1,0,0,1,0,0,0,0,0,"2,891",9.86,0
고스트 월드,옴니버스,0,1,0,0,1,0,0,0,0,0,1,0,0,443,9.55,0
고스트 컴퍼니,드라마,0,0,1,0,0,0,1,1,0,0,0,0,0,779,9.85,0
고슴도치,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9.5,0
고시생툰,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,69,9.69,1
고야의 일상판타지,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,58,9.8,0
고양이 뚜껑,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,963,9.86,0
고양이 마법학교,판타지,0,1,0,0,0,1,0,0,0,0,0,0,0,"1,853",9.8,0
고양이 프린스,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"8,643",9.79,0
고양이가 할퀴고 간 자리,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"2,221",9.82,0
고양이로 살고 있습니다,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,261",9.89,0
"고양이별, 지구별",일상,0,1,0,1,1,0,0,0,0,0,0,0,0,476,9.8,0
고양이식당,스토리,0,0,1,0,1,0,0,0,0,0,0,0,0,53,9.9,0
고양이와 집사,일상,0,0,1,1,0,0,0,0,0,1,0,0,0,821,9.74,0
고양이툰,에피소드,1,0,0,0,1,0,0,0,0,0,0,0,0,16,8.69,0
고추밭 표류기,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,572,9.79,0
고향집,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,"1,194",9.83,0
곤충전,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,762",9.86,0
골란기-시발섬의 식인종들-,에피소드,1,0,0,0,0,1,1,0,0,0,0,0,0,"1,972",9.79,0
골신 파람,스포츠,0,0,1,0,0,0,1,0,0,0,0,0,1,70,8.99,0
골짜기,옴니버스,0,1,0,0,0,0,0,0,0,0,1,0,0,577,9.48,0
곰돌이와 길냥이,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,55,9.79,0
곰신남,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"2,810",9.87,0
곰의 딸,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,114",9.45,0
곰팅이의 하늘우체통,에피소드,1,0,0,1,0,0,0,0,0,1,0,0,0,190,9.57,0
곰팡남녀,에피소드,1,0,0,1,0,0,0,1,0,0,0,0,0,"4,708",9.89,0
공간-空間-,감성,0,0,1,0,0,0,0,0,0,1,0,0,0,206,9.85,0
공감각자,스토리,0,0,1,0,0,0,1,0,0,0,1,0,0,822,9.73,0
공감없는이야기,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,106,8.97,0
공대생툰,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,514",9.78,0
공략개시!!,순정,1,0,0,0,1,0,0,0,1,0,0,0,0,"2,670",9.88,0
공룡 러버즈,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,477,9.59,0
공복의 저녁식사,드라마,0,0,1,0,0,0,0,1,0,0,0,0,0,"4,498",9.85,1
공부 좀 하자,스토리,0,0,1,1,0,1,0,0,0,0,0,0,0,"1,196",9.85,0
공부할 시간,스토리,0,0,1,1,0,0,0,1,0,0,0,0,0,292,9.83,0
공원여행,순정,0,0,1,0,0,0,0,0,1,0,0,1,0,246,9.16,0
공작일보 工作日?,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,271,9.39,0
공주님 마음대로!,에피소드,1,0,0,0,1,0,0,0,1,0,0,0,0,"2,086",9.38,0
공주님은 알바중,판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,"1,426",9.65,0
공허의 숲,판타지,0,0,1,0,0,1,0,0,0,0,1,0,0,377,9.57,0
과격자매단,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"30,429",9.89,0
과학고 생존일지,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"6,496",9.77,0
과한가족,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"3,154",9.88,0
관유의 상자세상,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9.26,0
광고감독의 발암일기,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,045",9.65,0
광전사령부,액션,0,0,1,0,1,0,1,0,0,0,0,0,0,20,9.25,0
광해와 이순신,스토리,0,0,1,0,0,0,0,1,0,0,0,1,0,"1,093",9.61,0
"괜찮아, 고3이야",에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"13,958",9.9,0
괜찮아yo,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,25,9.77,0
괭씨의 나태한 세상,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,715,9.63,0
괴괴괴괴괴,옴니버스,0,1,0,0,0,1,0,0,0,0,1,0,0,"5,970",9.79,0
괴몽탐정 라로샤,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,30,9.56,0
괴물의 바다,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,384",9.89,0
괴발개발,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,339,9.85,0
괴신,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"3,588",9.85,0
괴짜여기숙사,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,89,9.77,0
교수도 사람이다,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,962,9.74,0
교실공략기,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"6,657",9.85,0
교환일기,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,326,9.63,1
굥이의 하루,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,911,9.66,0
구나의 그랬구나,옴니버스,0,1,0,1,1,0,0,0,0,0,0,0,0,"1,408",9.88,0
구남친톡,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,505,9.85,0
구라디우스,에피소드,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,799",9.68,0
구리의 구리구리,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,256,9.85,0
구사일생,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,409,9.65,0
구세의 블레이딩,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,359,9.7,0
국밥소녀,옴니버스,0,1,0,1,1,0,0,0,0,0,0,0,0,710,8.67,0
국밥왕,일상,0,0,1,1,0,0,0,1,0,0,0,0,0,197,8.82,0
국제결혼개그만화,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"2,028",9.89,0
국화야,스토리,0,0,1,0,0,0,0,1,0,0,0,1,0,145,9.4,0
굿 마이 베리 파파.,스토리,0,0,1,0,0,0,0,0,1,0,0,0,0,22,9.75,0
굿바이 엔젤,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9.75,0
궁극 고등학교,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,71,9.25,0
궁디팡팡 토로토로,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,474,9.29,0
궁미일기,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,648,9.77,0
궤짝,스릴러,0,1,0,0,0,0,0,0,0,0,1,0,0,879,9.79,0
귀각시,스릴러,0,0,1,0,0,0,0,0,1,0,1,0,0,"17,943",9.85,1
귀신이보이다1(막장녀의일기),스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,46,9.55,0
귀여움이 죄라면 너는 사형!,스토리,0,0,1,1,1,0,0,0,0,0,0,0,0,"1,620",9.88,0
귀염뽀짝 애기뚱냥 뽀냥이,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"1,795",9.84,0
귀엽잖아,개그,1,0,0,0,1,0,0,0,1,0,0,0,0,"4,474",9.86,0
귀예록,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,159,9.79,0
귀전구담,옴니버스,0,1,0,0,0,1,0,0,0,0,1,0,0,"20,322",9.9,1
귀현설(鬼現說),옴니버스,0,1,0,0,0,0,0,0,0,0,1,0,0,308,9.44,0
"그 날, 이후의 세계",에피소드,1,0,0,0,1,1,0,0,0,0,0,0,0,278,9.84,0
그 섬에 바보들이 산다,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,142",9.83,0
그 세계의 공주님,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"6,378",9.87,0
그 앨리스에게 판타지란 없다,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,918,9.89,0
"그 어느 날, 우리는 서로를 바라보았다",드라마,0,0,1,1,0,0,0,1,0,0,0,0,0,953,9.64,0
그 중에 나는 없었다,에피소드,1,0,0,1,0,0,0,0,1,0,0,0,0,"9,615",9.87,0
그가 내가 되었다,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,"1,020",9.73,0
그것은 어느날,일상,0,0,1,1,0,0,0,0,0,0,0,0,0,"2,581",9.85,0
그곳에우리가있었다,순정,0,0,1,0,0,0,0,0,1,0,1,0,0,981,9.7,0
"그날, 우리들의 여름.",스토리,0,0,1,0,0,0,0,1,0,0,0,0,1,"4,434",9.79,0
그날의 우리,드라마,0,0,1,0,0,0,0,1,0,1,0,0,0,943,9.72,0
그남자 그남자의 사정,스토리,0,0,1,0,1,0,0,1,0,0,0,0,0,869,9.82,0
그남자의 '!',스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,7,9.52,0
그남자의네일공간,옴니버스,0,1,0,1,0,0,0,0,0,1,0,0,0,"4,195",9.74,0
그냥 엄청난 판타지,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,468,9.81,0
그냥조금불편할뿐인데,드라마,0,0,1,0,0,0,0,1,0,1,0,0,0,"5,409",9.88,0
그녀 찾아 삼만리,스토리,0,0,1,0,1,0,0,0,1,0,0,0,0,449,9.71,0
그녀는 나를 싫어해,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"6,019",9.88,0
그녀는 흡!혈귀,순정,0,0,1,0,0,0,0,0,1,0,0,0,0,105,9.83,1
그녀의 거리,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"12,347",9.88,0
그녀의 버킷리스트,드라마,0,0,1,0,0,0,0,1,0,1,0,0,0,476,9.86,1
그녀의 시크릿 사운드,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,681,9.82,0
그녀의 첫사랑,드라마,1,0,0,0,0,0,0,1,1,0,0,0,0,101,9.49,0
"그대 곁으로,",드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,225,7.97,0
그대 첫사랑,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"6,596",9.87,0
그대라서,순정,0,0,1,0,0,0,0,0,1,0,0,0,0,"29,547",9.88,0
그대와 청춘,순정,0,0,1,0,0,0,0,0,1,1,0,0,0,959,9.84,0
그들의 방식,개그,0,0,1,0,1,1,0,0,0,0,0,0,0,944,9.83,0
그들의 사정,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,116,9,0
그들의 휴일,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,28,9.76,0
그라티아,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,245,9.55,0
"그래, 가끔 하늘을 보자",에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,367,9.86,0
그래도 같이살자,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,841",9.88,0
그래도 괜찮을까?,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,"1,146",9.69,0
그래도 내일은,일상,0,0,1,1,0,0,0,0,0,0,0,0,0,149,9.79,0
그래도 조금 공부되는 만화,에피소드,1,0,0,0,1,0,0,0,0,0,0,1,0,283,9.25,0
그래도 하루는,감성,0,0,1,1,0,0,0,0,0,1,0,0,0,"2,382",9.87,0
그래도 행성은 돈다,일상,0,1,0,1,1,0,0,0,0,0,0,0,0,"1,107",9.28,0
그래일기,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"4,159",9.87,0
그러지 말았어야,스토리,0,0,1,0,0,0,0,0,0,0,1,0,0,246,9.52,0
그런 만화가가 있었다,스릴러,0,0,1,0,0,0,0,0,0,0,1,1,0,128,9.48,0
그런만화,개그,1,0,0,0,1,0,0,0,0,0,0,0,0,359,9.85,0
그런지(grunge),스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,11,9.68,1
그루버,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,120,9.15,0
그를 좋아한다,스토리,0,0,1,0,0,0,0,1,0,0,0,0,0,"2,536",9.65,0
그리고 그들은,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9.56,0
그리고 아무 일도 없었다.,스토리,0,0,1,0,1,0,0,0,1,0,0,0,0,"7,179",9.82,0
그리고 우울증,스토리,0,0,1,1,0,0,0,0,0,1,0,0,0,655,9.86,0
그리고 이로써 차차,개그,1,0,0,0,1,1,0,0,0,0,0,0,0,156,9.2,0
그리드(Greed),스토리,0,0,1,0,0,0,0,0,0,0,1,0,0,705,9.87,0
그린스마일,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,18,9.55,1
그린애플,개그,0,1,0,1,1,0,0,0,0,0,0,0,0,402,9.8,0
그림그리기 좋은날,순정,0,0,1,1,0,0,0,0,1,0,0,0,0,"60,550",9.9,0
그림셔틀,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,013",9.79,0
그림술사,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,568,9.87,0
그림자가 길어지는 시간,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,73,9.86,0
그림자게임,스토리,0,0,1,0,0,0,0,0,0,0,1,0,0,"5,313",9.86,0
그림자도마뱀사기극,개그,0,0,1,0,1,1,0,0,0,0,0,0,0,62,9.8,0
그마남 이야기,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,"10,789",9.86,0
그악나천,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"5,021",9.52,0
그와 그녀와 그,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"4,248",9.86,0
그의 박물관엔 수상한 미라가 있다.,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,873,9.89,0
극세사탐구생활,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"1,480",9.85,0
극한고딩,스토리,0,0,1,0,1,0,0,0,1,0,0,0,0,"12,623",9.89,0
글더하기그림,감성,0,1,0,1,0,0,0,0,0,1,0,0,0,259,9.82,0
글라디우스 프로젝트,스토리,0,0,1,0,0,0,1,0,0,0,0,0,0,"1,851",9.88,0
긁적긁적,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,"1,260",9.42,0
긁지 않은 복권,스토리,0,0,1,1,0,1,0,0,0,0,0,0,0,"9,555",9.89,0
금빛아이는 새벽을 달린다,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,"6,583",9.89,1
금수저,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"15,920",9.85,1
금요일,스릴러,0,1,0,0,0,0,0,0,0,0,1,0,0,408,9.71,1
금잔화가 피는 여름,판타지,0,0,1,0,0,1,0,0,0,0,0,1,0,217,9.27,0
금지클럽,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,176",9.72,0
급식으로 사는 법,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,083",9.5,0
급식이조아,순정,0,0,1,0,0,0,0,0,1,1,0,0,0,"2,789",8.83,0
긩긩이의 평범한 일상,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,335,9.88,0
기계인(機械人),액션,0,0,1,0,0,0,1,0,0,0,1,0,0,"1,340",9.62,0
기기묘묘시리즈,옴니버스,0,1,0,0,0,0,0,0,0,0,1,0,0,280,9.84,0
기다림의 미학,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,558,9.54,0
기래믹스,옴니버스,0,1,0,0,1,0,0,0,0,0,0,0,0,400,9.72,0
기묘한 기담,스릴러,0,1,0,0,0,1,0,0,0,0,1,0,0,"2,429",9.86,0
기묘한 책방,스토리,0,0,1,0,1,0,0,0,0,0,0,0,0,185,9.85,0
기사도,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,19,9.76,1
기생하는 심장,옴니버스,0,1,0,0,0,1,0,0,1,0,0,0,0,262,9.86,0
기세기세 (기네스 세계 기록 세우기),스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,20,9.59,0
기안84 회고록,일상,0,0,1,1,0,0,0,0,0,0,0,0,0,"3,644",9.85,0
기억 속 너에게,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,269,9.05,0
기억들,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,871,9.89,0
기억을 만드는 여자,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,11,6.4,0
기억지도,판타지,0,0,1,0,0,1,0,0,0,0,1,0,0,359,9.65,0
기적의 앱스토어,판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,"1,153",9.86,0
기적이운다,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9.39,0
기타등등의 연애,스토리,0,0,1,1,0,0,0,0,1,0,0,0,0,"2,813",9.7,0
기타맨,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,15,9.78,1
기프트,판타지,0,0,1,0,0,1,0,0,0,1,0,0,0,22,9.84,0
기프트!,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,611",9.87,0
기행 공포단편집,옴니버스,0,1,0,0,0,0,0,0,0,0,1,0,0,"10,645",9.89,0
길 위에서,개그,0,0,1,0,1,0,0,0,0,1,0,0,0,24,9.68,0
길리,액션,0,0,1,0,0,0,1,1,0,0,0,0,0,626,9.87,0
길에서 만나다,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,21,9.64,1
김강사 이야기,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,15,9.8,0
김강우이야기,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,86,9.78,0
김모군의 일기,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,14,7.12,0
김복길의 blah blah,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,23,9.49,0
김작가의 오춘기 그림일기,감성,0,1,0,1,0,0,0,0,0,1,0,0,0,"1,064",9.84,0
김치걸 x 밀크티보이,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"3,399",9.86,0
까마귀의 편지,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,18,9.6,0
깜빡깜빡,감성,0,1,0,1,0,0,0,0,0,1,0,0,0,"3,404",9.9,0
깨알공장공장장,에피소드,1,0,0,1,0,0,0,0,0,1,0,0,0,"2,348",9.5,0
껌은 고양이 뇌로,스릴러,0,0,1,0,0,1,0,0,0,0,1,0,0,"6,505",9.82,0
꼬리,액션,0,0,1,0,0,0,1,0,0,0,1,0,0,"1,295",9.66,1
꼬리잡기,액션,0,0,1,0,0,0,1,0,0,0,1,0,0,235,9.27,0
꼬마마법사 박광태,옴니버스,0,1,0,0,1,1,0,0,0,0,0,0,0,244,9.75,0
꼬매,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,"6,083",9.75,0
꼬맹이를 부탁해!,순정,1,0,0,0,1,0,0,0,1,0,0,0,0,"3,433",9.89,1
꼴통명문 구린고,스토리,0,0,1,0,1,0,0,0,0,0,0,0,0,"1,297",9.85,0
꽁치가 파닥파닥,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,85,9.69,0
꽃같은인생,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,35,9.63,0
꽃밭에서,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,"1,673",9.87,0
꽃밭에솔,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,43,9.78,1
꽃보다 요지경,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,104,9.46,0
꽃보다 찬란한,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,656,9.76,0
꽃샘바람,스토리,0,0,1,0,0,0,0,0,1,1,0,0,0,37,9.29,0
꽃이 피고 진 자리,판타지,0,0,1,0,0,1,0,0,0,1,0,0,0,43,9.45,0
꽃이 피는 자리,스토리,0,0,1,0,0,0,0,0,0,0,1,0,0,275,9.57,0
꽃이 피면 우리는,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"21,942",9.87,0
꽃자국 길,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,594",9.85,0
꾸숑의 폭식니즘,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,767,9.74,0
꾼,스토리,0,0,1,0,0,0,0,1,0,0,0,0,0,100,9.52,0
꾼대꾼,개그,0,0,1,0,1,0,1,0,0,0,0,0,0,95,9.85,0
꿀꾸리? 꿈꾸리! - 시즌 2,에피소드,1,0,0,1,0,0,0,0,0,1,0,0,0,724,8.67,0
꿀렁한 하루,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,195",9.6,0
꿀밤,스토리,0,0,1,1,0,0,0,1,0,0,0,0,0,735,9.86,0
꿀벌과 아카시아,에피소드,1,0,0,0,0,0,0,1,1,0,0,0,0,123,9.75,1
꿈무덤,스토리,0,0,1,0,0,1,0,0,0,0,1,0,0,967,9.82,0
꿈의 왕의 꿈,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,213,9.84,0
꿰인 탄,일상,0,0,1,1,0,0,1,0,0,0,0,0,0,203,9.37,0
끝과 시작,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,497",9.89,0
끝난게 아니다 (청춘은 야구&사랑),스포츠,0,0,1,0,0,0,0,1,0,0,0,0,1,"1,236",9.64,0
나 그리고,드라마,0,0,1,0,0,0,0,1,0,0,0,0,0,"1,475",9.86,0
나 좀 내버려둬!,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,789,9.68,0
나고야,순정,0,0,1,0,0,0,0,0,1,0,1,0,0,"1,943",9.54,0
나공댁,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,10,9.66,0
나나의 교환학생이야기,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,"2,856",9.88,0
나눠먹는 로맨스,에피소드,1,0,0,1,0,0,0,0,1,0,0,0,0,"2,907",9.71,0
나는 고양이와 살고 있다,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,464,9.85,0
나는 공주다,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"12,779",9.61,0
나는 귀머거리다,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"11,173",9.9,1
나는 귀신과 결혼했다,드라마,0,0,1,0,0,0,0,1,0,0,0,0,0,566,9.51,0
나는 마요 집사로소이다,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"2,532",9.84,0
나는 부활 마법을 가졌다,판타지,0,0,1,0,0,1,0,0,0,0,1,0,0,"5,726",9.86,0
나는 사람입니다.,판타지,0,0,1,0,0,1,0,0,0,0,1,0,0,169,9.86,0
"나는 오늘, 퇴사를 하였다.",스토리,0,0,1,0,0,0,0,1,0,0,0,0,0,341,9.81,0
나는 토끼를 키운다.,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,327,9.88,0
나는엄마다,스토리,0,0,1,0,0,0,0,1,0,1,0,0,0,209,9.83,0
나도 예쁘고 싶다,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,"3,214",9.79,0
나도 옷 잘 입고 싶다,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"2,896",9.89,0
나라 구한 전생,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,"3,638",9.89,0
나라면 절대 안그래,일상,0,0,1,1,0,0,0,1,0,0,0,0,0,"1,739",9.5,0
나랑노랑~이제는 괜찮은 이야기,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,"1,605",9.91,0
나루아씨전,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,"1,178",9.86,0
나른해 별곰,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,108,8.81,0
나를 깨우러 온,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,"2,502",9.89,0
나를 위한 봄,일상,0,0,1,1,0,0,0,1,0,0,0,0,0,86,8.49,0
나를 죽이는 방법,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,"3,786",9.84,0
나를 찾아줘,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,"1,359",8.13,0
나를 키워주세요,에피소드,1,0,0,0,1,1,0,0,0,0,0,0,0,"2,392",9.79,0
나만 모르는 이야기,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,85,9.78,0
나만 아는 사랑,순정,0,0,1,0,0,0,0,0,1,1,0,0,0,307,9.85,0
나부활,스릴러,0,0,1,0,0,1,0,0,0,0,1,0,0,"2,991",9.84,0
나비 이야기,스토리,0,0,1,0,0,1,0,0,0,1,0,0,0,917,9.9,0
