,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä
2182,³·°Ô ³¯°íÀÖ´Â ¿¬,Å©¸®½º¸¶½º ÀÌº¥Æ® (12/24~1/5±îÁö),5,2014.12.24,443,9.66,238,106,0,0.5372460496613995,0.23927765237020315
2183,±× ¼¶¿¡ ¹Ùº¸µéÀÌ »ê´Ù,°øÁö,1,2014.12.31,3550,9.68,306,112,0,0.08619718309859155,0.031549295774647886
2184,¹ã°ø¸¶,Á¦ 1Àå. ÅÂ¾î³ª´Ï ¹ãÀÇ °ø¸¶,1,2019.12.20,6890,9.76,82,52,0,0.011901306240928883,0.007547169811320755
2185,¹ã°ø¸¶,Á¦ 2Àå. ¿ì¿¬°ú ÇÊ¿¬,2,2019.12.27,4303,9.62,79,46,0,0.01835928422031141,0.010690216128282594
2186,¹ã°ø¸¶,Á¦ 3Àå. ÀÛÀº °ÅÀÎ,3,2020.01.03,3633,9.6,68,46,0,0.018717313515001378,0.012661712083677402
2187,¹ã°ø¸¶,Á¦ 4Àå. »ï°íÁ¦ ¹üÀÎ,4,2020.01.10,3381,9.6,67,44,0,0.01981662230109435,0.013013901212658977
2188,¹ã°ø¸¶,Á¦ 5Àå. Áø½ÇÀÇ ´«,5,2020.01.17,3388,9.68,57,43,0,0.016824085005903187,0.01269185360094451
2189,"´Þ¸®ÀÚ, È£ÁÖ!",Ãâ¹ß,1,2009.03.22,8189,9.63,542,47,0,0.0661863475393821,0.005739406520942728
2190,"´Þ¸®ÀÚ, È£ÁÖ!",¸ÆÀº ¾û¶×ÇØ!,2,2009.03.22,6793,9.62,523,33,0,0.07699102016781982,0.004857941999116737
2191,"´Þ¸®ÀÚ, È£ÁÖ!",°øÆ÷ÀÇ µþ±â³ó»ç,3,2009.03.25,6529,9.59,515,30,0,0.07887884821565323,0.004594884362076888
2192,"´Þ¸®ÀÚ, È£ÁÖ!",³ª´Â¾ß À§´ëÇÑ ÇÑ±¹ÀÎ,4,2009.03.26,6108,9.6,527,42,0,0.08628028814669286,0.0068762278978389
2193,"´Þ¸®ÀÚ, È£ÁÖ!",µþ±â ³óÀå³× °¡Á·,5,2009.03.28,5764,9.56,533,38,0,0.092470506592644,0.00659264399722415
2194,¿©¸§¿¡ ³»¸®´Â ¼­¸®,ÇÁ·Ñ·Î±×,1,2020.03.23,5765,8.92,135,57,0,0.023417172593235037,0.009887250650477016
2195,¿©¸§¿¡ ³»¸®´Â ¼­¸®,0È­,2,2020.04.01,3987,8.75,65,24,0,0.016302984700275896,0.006019563581640331
2196,¿©¸§¿¡ ³»¸®´Â ¼­¸®,1È­,3,2020.04.10,5074,9.06,87,57,0,0.01714623571147024,0.011233740638549468
2197,¿©¸§¿¡ ³»¸®´Â ¼­¸®,2È­,4,2020.04.21,3637,9.2,79,45,0,0.021721198790211713,0.012372834753918064
2198,¿©¸§¿¡ ³»¸®´Â ¼­¸®,3È­,5,2020.05.02,3254,9.09,80,43,0,0.024585125998770743,0.013214505224339274
2199,°»½ºÅ¸Áî(Gangstaaz),prologue,1,2012.01.27,12275,9.7,591,53,0,0.04814663951120163,0.004317718940936864
2200,°»½ºÅ¸Áî(Gangstaaz),1.±â¼±Á¦¾Ð,2,2012.02.12,14156,9.75,626,39,0,0.04422153150607516,0.0027550155411133087
2201,°»½ºÅ¸Áî(Gangstaaz),2.ÈüÇÕµ¿¾Æ¸®,3,2012.02.19,12380,9.74,552,40,0,0.04458804523424879,0.0032310177705977385
2202,°»½ºÅ¸Áî(Gangstaaz),3.complex,4,2012.02.26,9094,9.72,479,30,0,0.05267209148889378,0.003298878381350341
2203,°»½ºÅ¸Áî(Gangstaaz),4.Áú¼­,5,2012.03.06,7873,9.68,482,39,0,0.061221897624793596,0.004953639019433507
2204,·ÐÁî(Lons),Prologue,1,2013.05.26,9382,9.78,1964,9,0,0.20933702835216372,0.0009592837348113409
2205,·ÐÁî(Lons),1È­,2,2013.06.09,5442,9.8,1474,3,0,0.27085630282984197,0.0005512679162072767
2206,·ÐÁî(Lons),2È­,3,2013.06.16,1347,9.8,1273,2,0,0.9450631031922792,0.0014847809948032665
2207,·ÐÁî(Lons),3È­,4,2013.06.23,428,9.83,1153,2,0,2.69392523364486,0.004672897196261682
2208,·ÐÁî(Lons),4È­,5,2013.06.30,323,9.84,1740,4,0,5.386996904024768,0.01238390092879257
2209,Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),1È­[Twin],1,2010.11.29,10928,9.62,1368,52,0,0.12518301610541727,0.004758418740849195
2210,Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),2È­[ºñ¹Ð],2,2010.12.06,5959,9.69,1356,38,0,0.22755495888571908,0.006376908877328411
2211,Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),3È­[È­À½¨ç],3,2010.12.13,4627,9.7,1369,33,0,0.295872055327426,0.007132051004970824
2212,Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),4È­[È­À½¨è],4,2010.12.20,3753,9.7,1313,27,0,0.34985345057287504,0.007194244604316547
2213,Å°½º ¸¶ÀÌ ¶óÀÌÇÁ(Kiss My Life),5È­[ºñ¹ÐÀÇ ±â¾ï¨ç],5,2010.12.27,3369,9.78,1058,22,0,0.3140397744137726,0.006530127634312852
2214,È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,1.À½½Ä¹°Âî²¨±â°ü¸®ÇÏ±â,1,2011.09.22,1654,9.48,113,12,0,0.06831922611850061,0.007255139056831923
2215,È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,2.Äá¹°±¹¼ö¸¸µé±â,2,2011.10.05,1206,9.64,106,8,0,0.087893864013267,0.006633499170812604
2216,È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,3.Àü±â¹ä¼Ü½È¾î!,3,2011.10.19,964,9.59,111,6,0,0.11514522821576763,0.006224066390041493
2217,È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,4.°úÀÏÁ¤¸®ÇÏ±â,4,2011.10.26,837,9.72,96,6,0,0.11469534050179211,0.007168458781362007
2218,È­´ÏÀÇ¼Ò±ÝÁÖ¹æ,5.½Ò¾Ä±â,5,2011.11.02,807,9.72,98,7,0,0.12143742255266418,0.008674101610904586
2219,¸¶Áö¸· ÇÇÅÍÆÒ,1È­ - ³×¹ö·£µå(1),1,2014.01.15,7711,9.78,654,169,0,0.0848139022176112,0.021916742316171703
2220,¸¶Áö¸· ÇÇÅÍÆÒ,2È­ - ³×¹ö·£µå(2),2,2014.01.22,2296,9.77,519,112,0,0.2260452961672474,0.04878048780487805
2221,¸¶Áö¸· ÇÇÅÍÆÒ,3È­ - ³×¹ö·£µå(3),3,2014.01.29,446,9.81,588,150,0,1.3183856502242153,0.336322869955157
2222,¸¶Áö¸· ÇÇÅÍÆÒ,4È­ - ³×¹ö·£µå(4),4,2014.02.05,210,9.87,547,132,0,2.604761904761905,0.6285714285714286
2223,¸¶Áö¸· ÇÇÅÍÆÒ,5È­ - ¸ØÃçÁø ½Ã°è,5,2014.02.12,152,9.9,600,117,0,3.9473684210526314,0.7697368421052632
2224,°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,OT(¿À¸®¿£Å×ÀÌ¼Ç),1,2009.06.15,3379,9.59,254,7,0,0.07517016868896123,0.0020716188221367266
2225,°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,»çÁø»¡ ÁÖÀÇ,2,2009.06.15,2146,9.63,229,6,0,0.10671015843429636,0.0027958993476234857
2226,°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,º»°ÝÀûÀÎ ÀÏº»»ýÈ° ½ÃÀÛ!,3,2009.06.15,1931,9.68,231,5,0,0.1196271361988607,0.002589331952356292
2227,°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,¿Ü±¹ÀÎ µî·ÏÁõ & ÅëÀå ¸¸µé±â!,4,2009.06.17,1687,9.75,185,3,0,0.10966212211025489,0.0017783046828689982
2228,°£¹å¶¼ À¯ÇÐ»ý ½ÃÁð2,»õ·Î¿î ¹Ì¼Ç! ÈÞ´ëÆù ¸¸µé±â!,5,2009.06.17,1336,9.7,192,5,0,0.1437125748502994,0.0037425149700598802
2229,"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±× 1È­,1,2013.07.18,3161,9.75,485,89,0,0.15343245808288516,0.028155646947168617
2230,"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±× (2),2,2013.07.19,1914,9.83,442,62,0,0.2309299895506792,0.03239289446185998
2231,"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±×(3),3,2013.07.21,1429,9.87,845,92,0,0.5913226032190343,0.06438068579426172
2232,"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±×(4),4,2013.07.26,1163,9.8,483,53,0,0.41530524505588995,0.04557179707652623
2233,"±× ³¯, ÀÌÈÄÀÇ ¼¼°è",ÇÁ·Ñ·Î±×(5),5,2013.08.05,979,9.81,444,57,0,0.45352400408580185,0.05822267620020429
2234,´ÞÆØÀÌ ÀÏ±â,0.½ÃÀÛ,1,2012.02.12,2343,9.71,704,16,0,0.3004694835680751,0.006828851899274435
2235,´ÞÆØÀÌ ÀÏ±â,1.ÀÎ¿¬,2,2012.02.20,1929,9.69,746,15,0,0.3867288750648004,0.007776049766718507
2236,´ÞÆØÀÌ ÀÏ±â,"2.±× ³²ÀÚ, À±¿©±Ô",3,2012.02.27,1429,9.83,659,12,0,0.46116165150454863,0.008397480755773267
2237,´ÞÆØÀÌ ÀÏ±â,°øÁö,4,2012.03.04,990,9.73,394,12,0,0.397979797979798,0.012121212121212121
2238,´ÞÆØÀÌ ÀÏ±â,3.ÀÚÀ¯ ÁÖÁ¨µ¥ ¿Ö ÀÚÀ¯·ÓÁú ¸øÇÏ´Ï,5,2012.03.12,1192,9.76,689,12,0,0.5780201342281879,0.010067114093959731
2239,°³¿Í³ª,°³¿Í³ª 1È­,1,2010.04.12,1498,9.59,261,3,0,0.17423230974632845,0.0020026702269692926
2240,°³¿Í³ª,°³¿Í ³ª <2È­>,2,2010.04.22,928,9.5,222,2,0,0.23922413793103448,0.0021551724137931034
2241,°³¿Í³ª,°³¿Í ³ª <3È­>,3,2010.04.24,880,9.55,363,4,0,0.4125,0.004545454545454545
2242,°³¿Í³ª,°³¿Í ³ª <Á¦4È­>,4,2010.04.29,772,9.7,239,3,0,0.30958549222797926,0.0038860103626943004
2243,°³¿Í³ª,°³¿Í ³ª Á¦<5È­>,5,2010.05.06,701,9.75,324,5,0,0.46219686162624823,0.007132667617689016
2244,½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,00È­,1,2013.01.10,3311,9.84,716,36,0,0.2162488674116581,0.010872848082150407
2245,½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,1È­(¼­Àå-°ú°ÅÆí).±æ ÀÒÀº ¼Ò³à(1),2,2013.01.18,2535,9.79,553,19,0,0.21814595660749506,0.007495069033530572
2246,½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,1È­(¼­Àå-°ú°ÅÆí).±æ ÀÒÀº ¼Ò³à(2),3,2013.01.25,1316,9.77,475,16,0,0.3609422492401216,0.0121580547112462
2247,½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,1È­(¼­Àå-°ú°ÅÆí)..±æ ÀÒÀº ¼Ò³à(3),4,2013.02.06,1014,9.83,401,14,0,0.39546351084812625,0.013806706114398421
2248,½£ÀÇ³ë·¡ : ¿µÈ¥ÀÌ Àáµå´Â ½£,1È­(¼­Àå-°ú°ÅÆí)..±æ ÀÒÀº ¼Ò³à(4),5,2013.02.20,905,9.78,358,12,0,0.39558011049723757,0.013259668508287293
2249,¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ _ ÇÁ·Ñ·Î±×,1,2011.07.01,1874,9.63,934,7,0,0.4983991462113127,0.003735325506937033
2250,¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ 1È­,2,2011.07.06,1451,9.58,893,2,0,0.6154376292212267,0.0013783597518952446
2251,¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ 2È­,3,2011.07.13,634,9.56,730,1,0,1.1514195583596214,0.0015772870662460567
2252,¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ 3È­,4,2011.07.20,389,9.67,963,1,0,2.475578406169666,0.002570694087403599
2253,¾ð´õ½ÃÆ¼,¾ð´õ½ÃÆ¼ 4È­,5,2011.07.27,315,9.64,1086,1,0,3.447619047619048,0.0031746031746031746
2254,seedling,ÇÁ·Ñ·Î±×,1,2011.12.25,1503,9.73,775,3,0,0.5156353958749168,0.001996007984031936
2255,seedling,1È­- ¿Ü·Î¿î ¼Ò³à(á³Ò³),2,2012.01.01,1704,9.72,661,6,0,0.38791079812206575,0.0035211267605633804
2256,seedling,2È­- ¿ìµ¿°ú°¨±â¾à,3,2012.01.08,1301,9.76,794,5,0,0.6102997694081476,0.003843197540353574
2257,seedling,3È­-±âÄ§°ú ¹µ±¹ ß¾,4,2012.01.15,1089,9.8,703,5,0,0.6455463728191001,0.004591368227731864
2258,seedling,4È­- ±âÄ§°ú ¹µ±¹ ù»,5,2012.01.22,966,9.82,680,3,0,0.7039337474120083,0.003105590062111801
2259,¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,Prologue,1,2012.11.21,1288,9.05,133,4,0,0.10326086956521739,0.003105590062111801
2260,¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,1È­,2,2012.11.27,1279,9.05,143,9,0,0.11180609851446442,0.007036747458952306
2261,¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,2È­,3,2012.12.05,1110,9.21,136,7,0,0.12252252252252252,0.006306306306306306
2262,¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,3È­,4,2012.12.12,926,9.14,125,4,0,0.13498920086393087,0.004319654427645789
2263,¾ÆÀÌ¿¥ ½´ÆÛ¹êµ÷,4È­,5,2012.12.19,890,9.41,115,5,0,0.12921348314606743,0.0056179775280898875
2264,ºí·¯µåºí·¢,ÇÁ·Ñ·Î±×,1,2013.12.04,6785,9.76,919,189,0,0.13544583640383198,0.027855563743551952
2265,ºí·¯µåºí·¢,È£±â½ÉÀÌ °í¾çÀÌ¸¦ Á×ÀÎ´Ù.(1),2,2013.12.11,5699,9.81,928,187,0,0.16283558519038427,0.03281277417090717
2266,ºí·¯µåºí·¢,È£±â½ÉÀÌ °í¾çÀÌ¸¦ Á×ÀÎ´Ù.(2),3,2013.12.18,1945,9.84,925,174,0,0.4755784061696658,0.08946015424164525
2267,ºí·¯µåºí·¢,302È£¿¡¼­ÀÇ ÇÏ·í¹ã(1),4,2013.12.25,857,9.85,894,181,0,1.043173862310385,0.21120186697782964
2268,ºí·¯µåºí·¢,302È£¿¡¼­ÀÇ ÇÏ·í¹ã(2),5,2014.01.01,684,9.82,843,144,0,1.2324561403508771,0.21052631578947367
2269,¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (1),1,2010.04.12,1387,9.54,422,6,0,0.304253785147801,0.004325883201153569
2270,¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (2),2,2010.04.19,748,9.52,350,4,0,0.4679144385026738,0.0053475935828877
2271,¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (3),3,2010.04.26,617,9.44,311,4,0,0.5040518638573744,0.006482982171799027
2272,¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (4),4,2010.05.03,613,9.56,425,4,0,0.6933115823817292,0.0065252854812398045
2273,¿ì¸®°¡ Èê¸° ¸Þ¸ðÁöµé,01. ½£ÀÇ °øÁÖ¸¦ Ã£¾Æ¿Â Ã»³â (5),5,2010.05.10,760,9.69,594,7,0,0.781578947368421,0.009210526315789473
2274,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß part.01,1,2008.05.26,2712,9.65,415,8,0,0.153023598820059,0.0029498525073746312
2275,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß part.02,2,2008.05.26,1352,9.71,404,8,0,0.2988165680473373,0.005917159763313609
2276,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß 2È­ part. 1,3,2008.06.03,1200,9.73,350,9,0,0.2916666666666667,0.0075
2277,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß 2È­ part. 2,4,2008.06.03,1152,9.75,447,8,0,0.3880208333333333,0.006944444444444444
2278,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß,³Ê¹« ¿¹»Û °Å ¾Æ´Ï´Ï ²¿¹«¾ß 3È­ part.01,5,2008.06.13,1072,9.67,353,6,0,0.3292910447761194,0.005597014925373134
2279,"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",ÁØºñÁß!,1,2013.08.18,1102,9.34,164,43,0,0.14882032667876588,0.03901996370235935
2280,"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",½Ä´çÀÔ´Ï´Ù. º¸À°¿øÀÌ ¾Æ´Ï¿¡¿ä.,2,2013.08.21,1554,9.66,269,39,0,0.1731016731016731,0.025096525096525095
2281,"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",½Ä´çÀÔ´Ï´Ù. Èí¿¬±¸¿ªÀÌ ¾Æ´Ï¿¡¿ä.,3,2013.08.27,1044,9.58,245,28,0,0.23467432950191572,0.02681992337164751
2282,"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",½Ä´çÀÔ´Ï´Ù. ÀÚÀ¯¹è½Ä¼Ò°¡ ¾Æ´Ï¿¡¿ä.,4,2013.09.09,994,9.53,241,33,0,0.24245472837022133,0.03319919517102616
2283,"¾î¼­¿É¼Å, ½Ä´çÀÔ´Ï´Ù.",½Ä´çÀÔ´Ï´Ù. ¹ÝÂùÅõÁ¤ÇÏÁö ¸¶¼¼¿ä.,5,2013.12.16,988,9.51,220,32,0,0.22267206477732793,0.032388663967611336
2284,¸±¸® Å°½º(Lily Kiss),Chapter 00 -Prologue,1,2012.05.24,1213,9.76,492,10,0,0.40560593569661996,0.008244023083264633
2285,¸±¸® Å°½º(Lily Kiss),Chapter 01 -À¯³­È÷ Ãß¿î ¹ã,2,2012.06.07,1185,9.63,615,6,0,0.5189873417721519,0.005063291139240506
2286,¸±¸® Å°½º(Lily Kiss),Chapter 01 -À¯³­È÷ Ãß¿î ¹ã 2,3,2012.06.21,848,9.77,358,3,0,0.4221698113207547,0.003537735849056604
2287,¸±¸® Å°½º(Lily Kiss),Chapter 01 -À¯³­È÷ Ãß¿î ¹ã 3,4,2012.07.05,690,9.72,407,4,0,0.5898550724637681,0.005797101449275362
2288,¸±¸® Å°½º(Lily Kiss),Chapter 01 -À¯³­È÷ Ãß¿î ¹ã 4,5,2012.07.19,640,9.71,372,4,0,0.58125,0.00625
2289,¹Ì´Ù½ºÀÇ ¾Æµé,1,1,2014.11.17,1736,9.82,157,34,0,0.09043778801843318,0.019585253456221197
2290,¹Ì´Ù½ºÀÇ ¾Æµé,2,2,2014.11.23,1010,9.81,142,26,0,0.1405940594059406,0.02574257425742574
2291,¹Ì´Ù½ºÀÇ ¾Æµé,3,3,2014.11.30,915,9.88,144,30,0,0.15737704918032788,0.03278688524590164
2292,¹Ì´Ù½ºÀÇ ¾Æµé,4,4,2014.12.07,866,9.84,141,31,0,0.1628175519630485,0.03579676674364896
2293,¹Ì´Ù½ºÀÇ ¾Æµé,5,5,2014.12.14,814,9.87,134,24,0,0.16461916461916462,0.029484029484029485
2294,ÀáÀÌ¿À³Ä,ÀáÀÌ¿À³Ä 1È­,1,2010.04.21,1960,9.73,370,6,0,0.18877551020408162,0.003061224489795918
2295,ÀáÀÌ¿À³Ä,ÀáÀÌ¿À³Ä 2È­,2,2010.04.24,1288,9.78,329,4,0,0.2554347826086957,0.003105590062111801
2296,ÀáÀÌ¿À³Ä,ÀáÀÌ¿À³Ä 3È­,3,2010.04.28,1047,9.75,325,3,0,0.3104106972301815,0.0028653295128939827
2297,ÀáÀÌ¿À³Ä,ÀáÀÌ¿À³Ä 4È­,4,2010.05.10,851,9.78,315,3,0,0.3701527614571093,0.0035252643948296123
2298,ÀáÀÌ¿À³Ä,ÀáÀÌ¿À³Ä 5È­,5,2010.05.11,801,9.78,315,7,0,0.39325842696629215,0.008739076154806492
2299,LOST ISLAND,<ÇÁ·Ñ·Î±×> ±×³¯... ³­ »çÀÎÀ» Çß´Ù.,1,2011.10.01,1516,9.68,496,4,0,0.32717678100263853,0.002638522427440633
2300,LOST ISLAND,<001È­> ±× °÷¿£...,2,2012.06.11,1219,9.81,270,7,0,0.22149302707136997,0.005742411812961444
2301,LOST ISLAND,<002È­> ¾Æ¹«µµ ¾ø¾ú´Ù,3,2012.06.21,901,9.72,285,4,0,0.316315205327414,0.004439511653718091
2302,LOST ISLAND,<003È­> Ãµ±¹(ô¸ÏÐ),4,2012.07.01,799,9.82,261,5,0,0.32665832290362956,0.006257822277847309
2303,LOST ISLAND,<004È­> ½ÃÀÛ°ú ½ÃÀÛÀÇ »çÀÌ,5,2012.07.11,806,9.81,243,3,0,0.3014888337468983,0.0037220843672456576
2304,¸ÁÀÚÄ«Æä,[1È­]·¹Äû¿¥À» »ç¶ûÇÑ ¼Ò³à,1,2013.07.25,4737,9.74,2481,154,0,0.5237492083597214,0.03251002744352966
2305,¸ÁÀÚÄ«Æä,[2È­]ÇÏ³ªÀÇ Ã¹ ¼Õ´Ô À¯¸®,2,2013.07.29,1864,9.71,2341,98,0,1.2559012875536482,0.05257510729613734
2306,¸ÁÀÚÄ«Æä,[3È­]¾È³ç À¯¸®,3,2013.08.05,546,9.77,2442,132,0,4.472527472527473,0.24175824175824176
2307,¸ÁÀÚÄ«Æä,[4È­]º¸´Ì,4,2013.08.12,208,9.76,2883,107,0,13.860576923076923,0.5144230769230769
2308,¸ÁÀÚÄ«Æä,[5È­]º¸´Ì 2,5,2013.08.19,101,9.75,2919,103,0,28.900990099009903,1.0198019801980198
2309,¾È³ç µµÄì,¿¹°íÆí,1,2013.09.13,2465,9.8,262,11,0,0.10628803245436105,0.004462474645030426
2310,¾È³ç µµÄì,1È­. °°ÀÌ ÀÖÀÚ,2,2013.09.20,2056,9.71,261,6,0,0.1269455252918288,0.0029182879377431907
2311,¾È³ç µµÄì,2È­. ¿©±â´Ù ¿ì¸®Áý,3,2013.09.27,781,9.71,260,2,0,0.33290653008962867,0.002560819462227913
2312,¾È³ç µµÄì,3È­. ÀÌ¿ôÀ¸·ÎºÎÅÍÀÇ ÆíÁö1,4,2013.10.04,319,9.87,213,1,0,0.6677115987460815,0.003134796238244514
2313,¾È³ç µµÄì,4È­. ÀÌ¿ôÀ¸·ÎºÎÅÍÀÇ ÆíÁö2,5,2013.10.11,175,9.76,223,0,0,1.2742857142857142,0.0
2314,ºñ½ºÆ®(beast),episode 01,1,2010.05.22,10912,9.6,793,24,0,0.07267228739002933,0.0021994134897360706
2315,ºñ½ºÆ®(beast),episode 02,2,2010.05.27,6328,9.71,697,16,0,0.11014538558786346,0.0025284450063211127
2316,ºñ½ºÆ®(beast),episode 03,3,2010.06.05,4139,9.74,877,4,0,0.21188692920995408,0.0009664170089393573
2317,ºñ½ºÆ®(beast),episode 04,4,2010.06.19,1512,9.55,1195,3,0,0.7903439153439153,0.001984126984126984
2318,ºñ½ºÆ®(beast),episode 05,5,2010.06.26,686,9.78,963,3,0,1.403790087463557,0.004373177842565598
2319,7¹ø±¹µµ¾ÆÀÌ,ÇÁ·Ñ·Î±×,1,2013.06.14,1779,9.69,379,34,0,0.21304103428892637,0.01911186059584036
2320,7¹ø±¹µµ¾ÆÀÌ,1È­ - 1968³â ¿ïÁø (1),2,2013.06.21,1550,9.8,304,26,0,0.19612903225806452,0.016774193548387096
2321,7¹ø±¹µµ¾ÆÀÌ,1È­ - 1968³â ¿ïÁø (2),3,2013.06.28,1082,9.87,318,21,0,0.29390018484288355,0.019408502772643253
2322,7¹ø±¹µµ¾ÆÀÌ,1È­ - 1968³â ¿ïÁø (3),4,2013.07.05,1020,9.8,264,22,0,0.25882352941176473,0.021568627450980392
2323,7¹ø±¹µµ¾ÆÀÌ,ÀÎ»ç¸»,5,2013.07.12,923,9.88,289,22,0,0.3131094257854821,0.023835319609967497
2324,"¾ÞµÎ¾ß, ¿¬¾ÖÇÏÀÚ",ÇÁ·Ñ·Î±×,1,2013.05.02,1612,9.79,640,12,0,0.3970223325062035,0.007444168734491315
2325,"¾ÞµÎ¾ß, ¿¬¾ÖÇÏÀÚ",1È­,2,2013.05.09,1183,9.8,566,3,0,0.47844463229078615,0.00253592561284869
2326,"¾ÞµÎ¾ß, ¿¬¾ÖÇÏÀÚ",2È­,3,2013.05.16,388,9.81,508,1,0,1.309278350515464,0.002577319587628866
2327,"¾ÞµÎ¾ß, ¿¬¾ÖÇÏÀÚ",3È­,4,2013.05.23,136,9.84,481,0,0,3.536764705882353,0.0
2328,"¾ÞµÎ¾ß, ¿¬¾ÖÇÏÀÚ",4È­,5,2013.05.30,75,9.88,433,0,0,5.773333333333333,0.0
2329,±â¹¦ÇÑ Ã¥¹æ,[Á¦ 1Àå] ¸¸³²,1,2010.08.31,2377,9.83,1055,19,0,0.44383676903660074,0.007993268826251577
2330,±â¹¦ÇÑ Ã¥¹æ,[Á¦ 2Àå] ÃëÁ÷,2,2010.09.05,1173,9.84,988,21,0,0.8422847399829497,0.017902813299232736
2331,±â¹¦ÇÑ Ã¥¹æ,[Á¦ 3Àå] Ã¹ ¼Õ´Ô,3,2010.09.11,748,9.83,964,21,0,1.2887700534759359,0.02807486631016043
2332,±â¹¦ÇÑ Ã¥¹æ,[Á¦ 4Àå] ¿­¼è,4,2010.09.18,599,9.82,899,18,0,1.5008347245409015,0.03005008347245409
2333,±â¹¦ÇÑ Ã¥¹æ,[Á¦ 5Àå] ÁøÁ¤ÇÑ ¸ñÀû,5,2010.09.24,569,9.87,895,15,0,1.5729349736379614,0.026362038664323375
2334,±×¸®°í ±×µéÀº,±×¸®°í ±×µéÀº 1È­,1,2009.05.15,571,9.62,167,0,0,0.29246935201401053,0.0
2335,±×¸®°í ±×µéÀº,±×¸®°í ±×µéÀº 2È­,2,2009.05.25,328,9.58,181,1,0,0.551829268292683,0.003048780487804878
