Unnamed: 0,제목,장르,일상,개그,판타지,액션,드라마,순정,감성,스릴러,시대극,스포츠,좋아요,별점,정식연재
2840,대공녀는 거기에 없었다,드라마,0,0,0,0,1,0,0,0,1,0,"4,698",9.71,0
2842,남편 먹는 여자,드라마,0,0,0,0,1,0,0,1,0,0,617,9.6,0
2844,"그날, 우리들의 여름.",드라마,0,0,0,0,1,0,0,0,0,1,"4,430",9.79,0
2845,두꺼비집,드라마,0,0,0,0,1,0,0,1,0,0,"1,202",9.76,0
2846,하루의 하늘,드라마,0,0,0,0,1,1,0,0,0,0,"2,340",9.47,0
2848,서툴고 어리숙해도 좋아하는,드라마,0,0,0,0,1,0,0,1,0,0,"1,782",9.9,0
2854,마이데이,드라마,0,0,0,0,1,1,0,0,0,0,"4,909",9.69,0
2855,내 계절에 있어줘,드라마,0,0,0,0,1,1,0,0,0,0,927,9.86,0
2856,솔의 일기,드라마,0,0,0,0,1,1,0,0,0,0,"1,031",9.8,0
2858,Jun과 나,드라마,0,0,0,0,1,1,0,0,0,0,"8,234",9.89,0
2860,케어시트,드라마,0,0,0,0,1,1,0,0,0,0,705,9.7,0
2862,전염소녀,드라마,0,0,0,0,1,0,1,0,0,0,"4,641",9.86,0
2863,뫼비우스의 소설,드라마,0,0,0,0,1,1,0,0,0,0,"2,188",9.78,0
2865,두번째 나에게,드라마,0,0,0,0,1,1,0,0,0,0,261,9.7,0
2870,계단,드라마,0,0,0,0,1,0,0,1,0,0,193,9.62,0
2875,육식 토끼,드라마,0,0,0,0,1,0,1,0,0,0,"1,284",9.8,0
2876,나를 찾아줘,드라마,0,0,0,0,1,0,1,0,0,0,"1,359",8.13,0
2884,광해와 이순신,드라마,0,0,0,0,1,0,0,0,1,0,"1,092",9.61,0
2890,"나는 오늘, 퇴사를 하였다.",드라마,0,0,0,0,1,0,0,0,0,0,310,9.8,0
2893,백온더트랙,드라마,0,0,0,0,1,0,1,0,0,0,207,8.67,0
2895,이상적인 관계,드라마,0,0,0,0,1,1,0,0,0,0,"17,486",9.89,0
2896,"달콤쌉쌀,민트",드라마,0,0,0,0,1,1,0,0,0,0,"22,078",9.88,0
2898,너의 뒤에서,드라마,0,0,0,0,1,0,1,0,0,0,328,9.6,0
2899,트라우마,드라마,0,0,0,0,1,1,0,0,0,0,"43,509",9.9,0
2900,북한의 아이,드라마,0,0,0,0,1,0,0,0,0,0,58,8.52,0
2902,옥탑방 갑남을녀,드라마,0,0,0,0,1,1,0,0,0,0,"16,245",9.87,0
2903,달콤쌉싸름해,드라마,0,0,0,0,1,1,0,0,0,0,"15,915",9.88,0
2904,꽃이 피면 우리는,드라마,0,0,0,0,1,1,0,0,0,0,"21,942",9.87,0
2906,위 아 애니멀스,드라마,0,0,0,0,1,0,1,0,0,0,"8,853",9.87,0
2907,초상화,드라마,0,0,0,0,1,0,0,0,1,0,"9,438",9.86,0
2908,#살인스타그램,드라마,0,0,0,0,1,0,0,1,0,0,"3,496",9.58,1
2909,빌린 몸,드라마,0,0,0,0,1,1,0,0,0,0,"5,067",9.83,0
2914,연애고자 모하나,드라마,0,0,0,0,1,1,0,0,0,0,"3,582",9.85,0
2915,"매일, 제일",드라마,0,0,0,0,1,1,0,0,0,0,"14,659",9.9,0
2917,그녀의 거리,드라마,0,0,0,0,1,1,0,0,0,0,"12,347",9.88,0
2919,겨울에 웃는 꽃,드라마,0,0,0,0,1,1,0,0,0,0,"21,175",9.86,0
2920,삶이 우리를 속일지라도,드라마,0,0,0,0,1,1,0,0,0,0,"2,431",9.89,1
2923,어항속 꽃밭,드라마,0,0,0,0,1,1,0,0,0,0,"25,838",9.85,0
2924,내일,드라마,0,0,0,0,1,0,1,0,0,0,"9,855",9.89,1
2925,너를 싫어하는 방법,드라마,0,0,0,0,1,1,0,0,0,0,"8,588",9.89,0
2928,그대 첫사랑,드라마,0,0,0,0,1,1,0,0,0,0,"6,596",9.87,0
2929,일코선생,드라마,0,0,0,0,1,1,0,0,0,0,"3,517",9.88,0
2930,100%의 연인,드라마,0,0,0,0,1,1,0,0,0,0,"1,558",9.87,0
2931,제임스 널 저주해 그리고 사랑해,드라마,0,0,0,0,1,0,1,0,0,0,"1,250",9.66,0
2932,마이웨이수호신,드라마,0,0,0,0,1,1,0,0,0,0,15,8.43,0
2934,여자 공수혁,드라마,0,0,0,0,1,1,0,0,0,0,"22,893",9.89,0
2937,너를 들을 수 있는,드라마,0,0,0,0,1,1,0,0,0,0,"7,551",9.82,0
2938,네가 내 천사라고?!,드라마,0,0,0,0,1,1,0,0,0,0,"2,729",9.86,0
2939,지금은 37.2도,드라마,0,0,0,0,1,1,0,0,0,0,"10,039",9.75,0
2943,하나밖에 안 보여!,드라마,0,0,0,0,1,1,0,0,0,0,"36,205",9.88,0
2944,그악나천,드라마,0,0,0,0,1,1,0,0,0,0,"5,021",9.52,0
2945,너나들이,드라마,0,0,0,0,1,1,0,0,0,0,"11,228",9.87,0
2946,사귀자,드라마,0,0,0,0,1,0,0,0,0,0,"5,772",9.87,0
2947,트위너,드라마,0,0,0,0,1,0,0,0,0,1,"3,503",9.83,0
2949,이별에서 우리는,드라마,0,0,0,0,1,0,1,0,0,0,729,9.86,0
2952,블랙앤서,드라마,0,0,0,0,1,0,0,0,0,1,"2,835",9.74,0
2953,부서진 평시,드라마,0,0,0,0,1,0,0,1,0,0,18,9.43,0
2956,투명한 동거,드라마,0,0,0,0,1,1,0,0,0,0,"2,556",9.85,1
2957,아홉수 우리들,드라마,0,0,0,0,1,1,0,0,0,0,"3,519",9.89,1
2958,별의아씨,드라마,0,0,0,0,1,1,0,0,0,0,"4,730",9.59,0
2960,죽은자를 상대하는 방법,드라마,0,0,0,0,1,0,0,1,0,0,"5,407",9.85,0
2963,구남친톡,드라마,0,0,0,0,1,1,0,0,0,0,505,9.85,0
2965,언더페인팅,드라마,0,0,0,0,1,1,0,0,0,0,"2,622",9.89,0
2966,불러줘 내 이름만,드라마,0,0,0,0,1,1,0,0,0,0,"2,611",9.88,0
2967,실연소녀,드라마,0,0,0,0,1,1,0,0,0,0,"7,546",9.89,0
2968,요리GO,드라마,0,0,0,0,1,0,0,0,0,1,"3,162",9.82,1
2970,리프로듀싱,드라마,0,0,0,0,1,1,0,0,0,0,"4,640",9.6,0
2971,언원티드,드라마,0,0,0,0,1,0,1,0,0,0,"2,564",9.84,1
2972,뱀이 앉은 자리,드라마,0,0,0,0,1,0,0,1,0,0,"1,415",9.72,1
2977,요조신사 마초숙녀,드라마,0,0,0,0,1,1,0,0,0,0,586,9.75,0
2978,하이스쿨 콤플렉스(마이동풍),드라마,0,0,0,0,1,1,0,0,0,0,"13,494",9.63,0
2979,빅맨,드라마,0,0,0,0,1,0,0,0,0,1,280,6.15,1
2980,사랑니(confused),드라마,0,0,0,0,1,0,1,0,0,0,"2,631",9.86,0
2981,너는 내게,드라마,0,0,0,0,1,1,0,0,0,0,"2,444",9.89,0
2982,마지막휴가,드라마,0,0,0,0,1,0,0,0,0,0,"7,056",9.62,0
2983,범인에 대하여,드라마,0,0,0,0,1,0,0,0,0,0,"3,489",9.87,0
2984,무한몽,드라마,0,0,0,0,1,0,0,1,0,0,"6,431",9.78,0
2985,떡볶이 가게 아가씨,드라마,0,0,0,0,1,0,1,0,0,0,"1,441",8.66,0
2987,별을 삼킨 너에게,드라마,0,0,0,0,1,1,0,0,0,0,"3,800",9.66,1
2988,행쇼,드라마,0,0,0,0,1,1,0,0,0,0,975,9.77,0
2989,그냥조금불편할뿐인데,드라마,0,0,0,0,1,0,1,0,0,0,"5,409",9.88,0
2990,남자들이 나를 좋아해,드라마,0,0,0,0,1,1,0,0,0,0,425,9.72,0
2991,오늘만 사는 토끼가면,드라마,0,0,0,0,1,1,0,0,0,0,"1,060",9.82,0
2992,매일 참는 남자,드라마,0,0,0,0,1,0,1,0,0,0,"2,132",9.62,0
2997,나와 악수하는 시간,드라마,0,0,0,0,1,1,0,0,0,0,"1,883",9.83,0
2998,캔버스,드라마,0,0,0,0,1,1,0,0,0,0,"2,864",9.84,0
3002,사여자,드라마,0,0,0,0,1,1,0,0,0,0,"3,834",9.83,0
3003,더 익스트림,드라마,0,0,0,0,1,0,0,0,0,1,"1,200",9.33,0
3005,살인마들,드라마,0,0,0,0,1,0,0,1,0,0,838,9.89,0
3006,연습생 고영신,드라마,0,0,0,0,1,1,0,0,0,0,"3,510",9.85,0
3007,화귀,드라마,0,0,0,0,1,0,0,1,0,0,"2,495",9.85,0
3008,DJ 카일하우스,드라마,0,0,0,0,1,0,1,0,0,0,"9,158",9.84,0
3009,비행소년,드라마,0,0,0,0,1,0,1,0,0,1,"6,103",9.89,0
3011,적막소녀,드라마,0,0,0,0,1,1,0,0,0,0,"1,995",9.86,0
3012,격이 다른 남자,드라마,0,0,0,0,1,1,0,0,0,0,"1,219",9.86,0
3013,탑코너,드라마,0,0,0,0,1,0,0,0,0,1,372,8.74,1
3015,옆집에 신이산다,드라마,0,0,0,0,1,1,0,0,0,0,"1,740",9.72,0
3018,엑스텐,드라마,0,0,0,0,1,0,0,0,0,1,"2,243",9.85,0
3019,남의 사랑 이야기,드라마,0,0,0,0,1,1,0,0,0,0,"7,967",9.8,0
3020,스타의 학교생활,드라마,0,0,0,0,1,1,0,0,0,0,"3,017",9.76,0
3022,신 별주부전,드라마,0,0,0,0,1,1,0,0,0,0,"1,057",9.9,0
3023,^-^ (캐럿하이픈캐럿),드라마,0,0,0,0,1,1,0,0,0,0,"3,400",9.46,0
3024,인더하우스,드라마,0,0,0,0,1,1,0,0,0,0,"4,329",9.84,0
3028,9등급 뒤집기,드라마,0,0,0,0,1,1,0,0,0,0,"1,966",8.58,1
3030,스프린터,드라마,0,0,0,0,1,0,0,0,0,0,"1,339",9.85,0
3033,지나치게 달콤한,드라마,0,0,0,0,1,1,0,0,0,0,"4,037",9.85,0
3034,차가움에게 은총을,드라마,0,0,0,0,1,0,1,0,0,0,768,9.83,0
3036,내가 황제를 만났을때,드라마,0,0,0,0,1,1,0,0,0,0,"1,104",9.66,0
3037,하필 너야?!,드라마,0,0,0,0,1,1,0,0,0,0,"2,025",9.76,0
3039,고양이가 할퀴고 간 자리,드라마,0,0,0,0,1,1,0,0,0,0,"2,221",9.82,0
3042,LIVE 썸&쌈,드라마,0,0,0,0,1,1,0,0,0,0,"5,439",9.42,0
3043,교환일기,드라마,0,0,0,0,1,0,0,1,0,0,326,9.63,1
3044,데스티니,드라마,0,0,0,0,1,0,0,1,0,0,"2,446",9.81,0
3046,좋아하는부분,드라마,0,0,0,0,1,1,0,0,0,0,989,9.87,1
3048,내가 안했어요,드라마,0,0,0,0,1,0,0,1,0,0,"8,429",9.83,0
3049,하루끝에,드라마,0,0,0,0,1,1,0,0,0,0,228,9.77,0
3050,그를 좋아한다,드라마,0,0,0,0,1,0,0,0,0,0,"2,536",9.65,0
3051,아빠 내일은 뭐하고 놀까?,드라마,0,0,0,0,1,0,1,0,0,0,913,9.78,0
3052,연애천재,드라마,0,0,0,0,1,1,0,0,0,0,"3,308",9.86,0
3054,결혼은 싫어,드라마,0,0,0,0,1,1,0,0,0,0,"2,928",9.73,0
3055,끝난게 아니다 (청춘은 야구&사랑),드라마,0,0,0,0,1,0,0,0,0,1,"1,236",9.64,0
3056,연애를 못하는 남자,드라마,0,0,0,0,1,1,0,0,0,0,350,9.85,0
3057,룽과크리스,드라마,0,0,0,0,1,0,0,0,1,0,"3,774",9.87,0
3060,맛있는 남자,드라마,0,0,0,0,1,1,0,0,0,0,"9,858",9.88,0
3061,병,드라마,0,0,0,0,1,0,1,0,0,0,"1,080",9.78,1
3062,보급형 콤플렉스,드라마,0,0,0,0,1,1,0,0,0,0,772,9.86,0
3063,1+1,드라마,0,0,0,0,1,1,0,0,0,0,"1,949",9.86,0
3065,19세기 비망록,드라마,0,0,0,0,1,1,0,0,0,0,"1,592",9.79,0
3066,끝과 시작,드라마,0,0,0,0,1,1,0,0,0,0,"1,497",9.89,0
3068,림딩동,드라마,0,0,0,0,1,0,0,0,0,1,"5,092",9.73,0
3069,백수세끼,드라마,0,0,0,0,1,1,0,0,0,0,721,9.44,1
3071,사물놀이 -부서진 악기-,드라마,0,0,0,0,1,0,0,1,0,0,"4,662",9.89,0
3072,시간과 사연,드라마,0,0,0,0,1,1,0,0,0,0,"7,239",9.79,0
3074,마음의 온도,드라마,0,0,0,0,1,0,0,0,0,0,"11,177",9.85,0
3076,너와 나의 90일,드라마,0,0,0,0,1,0,1,0,0,0,"1,716",9.85,0
3078,B텐더,드라마,0,0,0,0,1,0,1,0,0,0,"1,639",9.8,0
3079,목소리의 그늘,드라마,0,0,0,0,1,1,0,0,0,0,"6,680",9.9,0
3081,에스키스,드라마,0,0,0,0,1,1,0,0,0,0,"1,372",9.85,0
3082,풋내기들,드라마,0,0,0,0,1,1,0,0,0,0,"4,820",9.54,1
3085,아무도 믿지마,드라마,0,0,0,0,1,0,0,1,0,0,"4,501",9.82,0
3086,연고남,드라마,0,0,0,0,1,1,0,0,0,0,"1,172",9.67,0
3088,마킹!!,드라마,0,0,0,0,1,0,0,0,0,1,804,9.25,0
3090,살문 (殺門),드라마,0,0,0,0,1,0,0,1,0,0,"2,054",9.69,0
3092,윈터우즈,드라마,0,0,0,0,1,0,0,1,0,0,"2,505",9.86,1
3093,부고,드라마,0,0,0,0,1,0,0,0,0,0,"1,528",9.85,0
3094,너에게까지 시속 100km,드라마,0,0,0,0,1,1,0,0,0,0,"11,677",9.85,0
3095,체크포인트,드라마,0,0,0,0,1,0,0,1,0,0,469,9.6,1
3097,디 언더사이즈드(THE UNDERSIZED),드라마,0,0,0,0,1,0,0,0,0,1,"1,568",9.53,0
3098,나의 별에게,드라마,0,0,0,0,1,1,0,0,0,0,"9,323",9.89,0
3100,새벽에 듣는 만화,드라마,0,0,0,0,1,0,1,0,0,0,"1,191",9.86,0
3101,존버닥터,드라마,0,0,0,0,1,0,1,0,0,0,"1,608",9.75,0
3102,성장통 소나타,드라마,0,0,0,0,1,1,0,0,0,0,"2,652",9.89,0
3104,친해져요 금봉씨,드라마,0,0,0,0,1,1,0,0,0,0,"1,325",9.83,0
3105,피노키오의 소녀,드라마,0,0,0,0,1,0,0,1,0,0,"2,373",9.73,1
3106,고향집,드라마,0,0,0,0,1,0,0,1,0,0,"1,194",9.83,0
3107,파리스의 선택,드라마,0,0,0,0,1,0,0,0,1,0,"2,669",9.89,0
3108,변이,드라마,0,0,0,0,1,0,0,1,0,0,"1,152",9.85,0
3112,IDOL FAN,드라마,0,0,0,0,1,1,0,0,0,0,669,9.57,0
3115,결벽증 소녀,드라마,0,0,0,0,1,0,0,0,0,0,"3,945",9.89,0
3116,방안의 코끼리,드라마,0,0,0,0,1,1,0,0,0,0,744,9.84,1
3117,인생팔이청년,드라마,0,0,0,0,1,0,1,0,0,0,"3,132",9.85,0
3118,이길수 있어,드라마,0,0,0,0,1,0,0,0,0,1,588,9.45,0
3120,안단테,드라마,0,0,0,0,1,1,0,0,0,0,"1,153",8.7,0
3121,루머의 법칙,드라마,0,0,0,0,1,1,0,0,0,0,"2,910",9.76,0
3126,식스틴,드라마,0,0,0,0,1,1,0,0,0,0,691,9.86,1
3130,계약우정,드라마,0,0,0,0,1,0,0,0,0,0,"1,303",9.83,0
3131,공룡 러버즈,드라마,0,0,0,0,1,1,0,0,0,0,477,9.59,0
3132,그가 내가 되었다,드라마,0,0,0,0,1,0,0,1,0,0,"1,020",9.73,0
3133,여대생 차오름의 천사,드라마,0,0,0,0,1,0,1,0,0,0,"1,171",9.89,0
3136,내 이름을 불러줘,드라마,0,0,0,0,1,1,0,0,0,0,"3,755",9.7,0
3138,희망사항,드라마,0,0,0,0,1,0,1,0,0,0,"1,410",9.86,0
3141,새는 시간을 난다,드라마,0,0,0,0,1,0,0,1,0,0,389,9.89,0
3142,Guarding - 그녀는 나의 웬수..,드라마,0,0,0,0,1,1,0,0,0,0,245,9.77,0
3143,불릿 6미리,드라마,0,0,0,0,1,0,0,0,0,1,"1,086",9.61,1
3146,별을지나,드라마,0,0,0,0,1,1,0,0,0,0,650,9.64,0
3147,보이지 않는 사람,드라마,0,0,0,0,1,1,0,0,0,0,"1,552",9.1,0
3153,애니멀 다이어리,드라마,0,0,0,0,1,1,0,0,0,0,766,9.71,0
3155,나타나주세요!,드라마,0,0,0,0,1,1,0,0,0,0,"4,215",9.54,1
3156,엔드시즌,드라마,0,0,0,0,1,0,0,0,0,1,"2,262",9.56,0
3157,흐려지지만 선명하게,드라마,0,0,0,0,1,0,1,0,0,0,"1,205",9.68,0
3158,소녀의 세계,드라마,0,0,0,0,1,1,0,0,0,0,"12,673",9.85,1
3159,이별의 플라시보,드라마,0,0,0,0,1,1,0,0,0,0,"2,935",9.78,0
3161,손 안의 너,드라마,0,0,0,0,1,1,0,0,0,0,"2,242",9.87,0
3162,컬러리스트,드라마,0,0,0,0,1,1,0,0,0,0,"3,316",9.85,0
3163,소녀 연대기,드라마,0,0,0,0,1,0,1,0,0,0,721,9.63,1
3166,아파지는 중입니다,드라마,0,0,0,0,1,0,1,0,0,0,596,9.74,0
3169,스쿨워터,드라마,0,0,0,0,1,1,0,0,0,0,"3,483",9.81,0
3170,A girl like alien,드라마,0,0,0,0,1,1,0,0,0,0,"2,412",9.82,0
3171,피플,드라마,0,0,0,0,1,0,0,1,0,0,"1,671",9.84,1
3172,개판오분전,드라마,0,0,0,0,1,1,0,0,0,0,"3,917",9.66,0
3173,열여섯과 스물 그 사이,드라마,0,0,0,0,1,1,0,0,0,0,"1,677",9,0
3175,환상여행,드라마,0,0,0,0,1,0,1,0,0,0,190,9.89,0
3177,그녀의 버킷리스트,드라마,0,0,0,0,1,0,1,0,0,0,476,9.86,1
3179,날로 먹는 연애,드라마,0,0,0,0,1,1,0,0,0,0,"2,416",9.82,1
3182,세모와 동그라미,드라마,0,0,0,0,1,1,0,0,0,0,"1,191",9.86,0
3183,투애니스(20's),드라마,0,0,0,0,1,0,1,0,0,0,"2,229",9.52,0
3185,나를 죽이는 방법,드라마,0,0,0,0,1,0,0,1,0,0,"3,786",9.84,0
3186,채식주의자의 애완채소,드라마,0,0,0,0,1,0,0,1,0,0,"5,519",9.86,0
3188,트윙클,드라마,0,0,0,0,1,1,0,0,0,0,577,9.52,0
3190,공복의 저녁식사,드라마,0,0,0,0,1,0,0,0,0,0,"4,498",9.85,1
3191,위닝샷!,드라마,0,0,0,0,1,0,0,0,0,1,"2,727",9.74,0
3192,사분의일,드라마,0,0,0,0,1,0,0,0,0,0,"5,282",9.87,0
3194,MY 0호 팬 (마이영호팬),드라마,0,0,0,0,1,1,0,0,0,0,803,9.86,0
3195,지구의 태엽,드라마,0,0,0,0,1,0,0,1,0,0,"1,121",9.85,0
3196,청춘갱신,드라마,0,0,0,0,1,1,0,0,0,0,"1,751",9.73,0
3198,두 개의 무덤을 팠다,드라마,0,0,0,0,1,0,0,0,1,0,"1,747",9.9,0
3202,"사랑을,너에게",드라마,0,0,0,0,1,0,1,0,0,0,"3,142",9.89,0
3203,CAT,드라마,0,0,0,0,1,0,0,0,0,0,"1,125",9.83,0
3204,윤이나는남자,드라마,0,0,0,0,1,0,0,0,0,0,"1,213",9.53,0
3207,바다의 끝에는 언제나 그 아이들이 있었다.,드라마,0,0,0,0,1,0,1,0,0,0,"2,138",9.89,0
3209,너인 듯 네가 아닌,드라마,0,0,0,0,1,1,0,0,0,0,"1,053",9.89,0
3210,개인적인택시,드라마,0,0,0,0,1,0,1,0,0,0,"1,996",9.89,0
3211,중독연구소,드라마,0,0,0,0,1,0,1,0,0,0,"3,037",9.58,1
3212,사랑하는 계절,드라마,0,0,0,0,1,1,0,0,0,0,"2,323",9.77,0
3213,스피너즈,드라마,0,0,0,0,1,0,0,0,0,1,"1,182",9.58,0
3214,너와 나의 하늘색,드라마,0,0,0,0,1,1,0,0,0,0,"1,578",9.68,0
3217,대란(大亂) - 1부 갖춘 자와 갖추지 않은 자,드라마,0,0,0,0,1,0,0,0,1,0,498,9.81,0
3220,컬러풀 아이덴티티,드라마,0,0,0,0,1,0,1,0,0,0,713,9.64,0
3221,러비스,드라마,0,0,0,0,1,1,0,0,0,0,"2,170",9.79,0
3224,대작,드라마,0,0,0,0,1,0,0,1,0,0,311,9.83,1
3225,잊을 수 있을까,드라마,0,0,0,0,1,0,0,1,0,0,"1,716",9.55,0
3227,가려진 대화,드라마,0,0,0,0,1,0,0,1,0,0,736,9.88,0
3228,닥터관찰일지,드라마,0,0,0,0,1,0,0,0,0,0,206,9.81,0
3229,주말엔 보랏빛 향기,드라마,0,0,0,0,1,1,0,0,0,0,"2,648",9.72,0
3231,누루쿠타 소녀,드라마,0,0,0,0,1,0,0,1,0,0,"1,359",9.85,0
3232,리드래프트,드라마,0,0,0,0,1,0,0,0,0,1,"2,429",9.86,0
3233,언메이크,드라마,0,0,0,0,1,0,0,1,0,0,312,9.26,1
3234,메멘토모리,드라마,0,0,0,0,1,0,0,1,0,0,"1,299",9.86,0
3235,아마데우스,드라마,0,0,0,0,1,0,0,1,0,0,"1,820",9.84,0
3236,프리즘,드라마,0,0,0,0,1,0,1,0,0,0,"1,455",9.82,0
3237,보라 (Look At Me),드라마,0,0,0,0,1,0,0,1,0,0,"1,306",9.14,0
3238,네모네모-in dosi,드라마,0,0,0,0,1,0,0,0,0,0,"1,964",9.82,0
3240,열일곱,드라마,0,0,0,0,1,1,0,0,0,0,"1,670",9.57,0
3242,너를 그리다,드라마,0,0,0,0,1,0,1,0,0,0,132,9.64,0
3245,개시,드라마,0,0,0,0,1,0,0,0,1,0,"3,621",9.88,0
3247,점핑오버,드라마,0,0,0,0,1,1,0,0,0,0,529,9.7,1
3248,연기는 처음인데요?!,드라마,0,0,0,0,1,1,0,0,0,0,879,9.66,0
3250,룩앤미,드라마,0,0,0,0,1,1,0,0,0,0,719,9.5,0
3252,생존일지,드라마,0,0,0,0,1,0,0,1,0,0,"4,008",9.87,0
3254,나는 귀신과 결혼했다,드라마,0,0,0,0,1,0,0,0,0,0,566,9.51,0
3255,금지클럽,드라마,0,0,0,0,1,1,0,0,0,0,"1,176",9.72,0
3260,찬란하지 않아도 괜찮아,드라마,0,0,0,0,1,1,0,0,0,0,"1,528",9.8,1
3261,바람과 소원,드라마,0,0,0,0,1,0,0,0,0,0,"1,544",9.81,0
3263,어른이,드라마,0,0,0,0,1,1,0,0,0,0,"1,652",9.68,0
3265,숨비,드라마,0,0,0,0,1,0,1,0,0,0,"2,560",9.82,0
3266,트랜스휴먼,드라마,0,0,0,0,1,0,0,1,0,0,"1,030",9.76,1
3268,모드스톤 살인사건,드라마,0,0,0,0,1,0,0,1,0,0,836,9.6,0
3273,LOVE FIVE!,드라마,0,0,0,0,1,0,0,0,0,1,227,8.92,0
3275,밤의 새벽,드라마,0,0,0,0,1,0,0,1,0,0,269,9.83,0
3277,폭풍의 짱빨라,드라마,0,0,0,0,1,0,0,0,0,1,381,8.68,0
3280,Princess of Dream,드라마,0,0,0,0,1,1,0,0,0,0,"8,358",9.85,0
3281,화요일에 죽는 남자,드라마,0,0,0,0,1,0,0,1,0,0,275,9.52,0
3282,꿀벌과 아카시아,드라마,0,0,0,0,1,1,0,0,0,0,123,9.75,1
3283,뷰티풀 군바리,드라마,0,0,0,0,1,0,0,0,0,0,"15,891",9.73,1
3284,샤카!,드라마,0,0,0,0,1,0,0,0,0,1,279,9.04,0
3285,하늘연달 연정,드라마,0,0,0,0,1,0,0,0,1,0,"1,037",9.19,0
3287,우리들의 구미호,드라마,0,0,0,0,1,0,0,0,1,0,742,9.69,0
3289,윈드브레이커,드라마,0,0,0,0,1,0,0,0,0,1,811,9.85,1
3290,"그대 곁으로,",드라마,0,0,0,0,1,1,0,0,0,0,225,7.97,0
3291,Deep Blue,드라마,0,0,0,0,1,0,1,0,0,0,"1,238",9.87,0
3293,EQ,드라마,0,0,0,0,1,1,0,0,0,0,"1,353",9.77,0
3294,스토커,드라마,0,0,0,0,1,0,0,1,0,0,163,9.77,0
3295,악마를 찾는 사람들,드라마,0,0,0,0,1,0,1,0,0,0,112,9.53,0
3296,우리들만의 싸이커,드라마,0,0,0,0,1,0,0,0,0,1,88,7.97,0
3297,도사님 도사님,드라마,0,0,0,0,1,0,1,0,0,0,376,9.32,0
3301,레드헤링,드라마,0,0,0,0,1,0,0,1,0,0,124,9.55,0
3302,커다랗게 울었다.,드라마,0,0,0,0,1,0,0,1,0,0,398,9.35,0
3303,뷰티풀 맨,드라마,0,0,0,0,1,0,1,0,0,0,621,9.77,0
3304,현피뜨던사이,드라마,0,0,0,0,1,1,0,0,0,0,556,9.62,0
3308,빨간 물고기,드라마,0,0,0,0,1,1,0,0,0,0,"1,382",9.89,0
3309,왕후의 제국,드라마,0,0,0,0,1,0,0,0,1,0,760,9.84,0
3311,편집자,드라마,0,0,0,0,1,0,0,1,0,0,752,9.53,0
3313,14년 만에 핀 해바라기,드라마,0,0,0,0,1,1,0,0,0,0,376,9.71,0
3314,(2부)나는엄마다,드라마,0,0,0,0,1,0,0,0,0,0,358,9.75,0
3315,밑밥,드라마,0,0,0,0,1,0,0,0,0,0,387,9.83,0
3318,어디사세요,드라마,0,0,0,0,1,0,0,0,0,0,578,9.82,0
3321,꽃보다 찬란한,드라마,0,0,0,0,1,1,0,0,0,0,656,9.76,0
3324,나는엄마다,드라마,0,0,0,0,1,0,1,0,0,0,209,9.83,0
3325,썸라대왕,드라마,0,0,0,0,1,1,0,0,0,0,549,9.55,0
3328,스크류 드라이버,드라마,0,0,0,0,1,0,0,1,0,0,"2,163",9.89,0
3330,확진자Z,드라마,0,0,0,0,1,0,0,1,0,0,604,9.37,0
3331,아무래도 좋은,드라마,0,0,0,0,1,0,1,0,0,0,188,9.88,0
3332,다섯개의이름,드라마,0,0,0,0,1,0,1,0,0,0,260,9.76,0
3335,연애문학,드라마,0,0,0,0,1,1,0,0,0,0,622,9.59,0
3336,유리구두의 비밀,드라마,0,0,0,0,1,1,0,0,0,0,"1,325",9.76,0
3338,배럴,드라마,0,0,0,0,1,0,0,0,0,1,193,9.51,0
3343,달빛속에 그대가,드라마,0,0,0,0,1,0,0,0,0,0,"3,727",9.87,0
3346,그날의 우리,드라마,0,0,0,0,1,0,1,0,0,0,943,9.72,0
3347,바람과 소원(구: 바람을 실은 메아리),드라마,0,0,0,0,1,0,1,0,0,0,462,9.49,0
3348,오십미터,드라마,0,0,0,0,1,0,0,0,0,1,526,9.5,0
3352,짝사랑 기승전결,드라마,0,0,0,0,1,0,1,0,0,0,42,9.8,0
3353,브리즈,드라마,0,0,0,0,1,0,0,0,0,1,151,8.62,0
3354,인생막장,드라마,0,0,0,0,1,0,0,1,0,0,190,9.02,0
3356,스타체이서,드라마,0,0,0,0,1,0,1,0,0,0,699,9.88,0
3360,아이고아이고,드라마,0,0,0,0,1,0,1,0,0,0,521,8.85,1
3361,SDB,드라마,0,0,0,0,1,0,0,0,0,1,280,9.68,0
3362,프라이머리 컬러,드라마,0,0,0,0,1,0,1,0,0,0,649,9.79,0
3367,후원자,드라마,0,0,0,0,1,0,0,1,0,0,423,9.74,0
3368,말랑하게 센티멘탈,드라마,0,0,0,0,1,0,1,0,0,0,182,9.81,0
3371,내게 거짓말을 해봐,드라마,0,0,0,0,1,1,0,0,0,0,433,8.73,0
3373,디나운스,드라마,0,0,0,0,1,0,0,0,0,0,668,9.74,0
3374,소극적 인간,드라마,0,0,0,0,1,0,0,1,0,0,631,9.61,0
3376,어둠속의 심연,드라마,0,0,0,0,1,0,0,1,0,0,301,9.68,0
3379,해피하우스,드라마,0,0,0,0,1,0,0,1,0,0,547,9.62,0
3381,구사일생,드라마,0,0,0,0,1,0,0,1,0,0,409,9.65,0
